season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2015-2016,2015-12-19,Malory Eagles UEL,0,19 9 7 - -,Northumbria University,3,25 25 25 - -,superleague,women,Ernest Bevin College,unknown,unknown
2015-2016,2015-12-19,Malory Eagles UEL,0,16 8 20 - -,Northumbria University,3,25 25 25 - -,superleague,men,Ernest Bevin College,unknown,unknown
2015-2016,2015-12-19,City of Bristol,1,25 19 19 15 0,Exeter Storm,3,23 25 25 25 0,division_2,men,Oasis Academy Brislington,unknown,unknown
2015-2016,2015-12-19,Essex Estonians,1,29 25 21 20 0,Newcastle Staffs 2,3,31 22 25 25 0,division_2,men,Boswells School,unknown,unknown
2015-2016,2015-12-20,IBB Polonia London,3,25 27 25 - -,Northumbria University,0,19 25 19 - -,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2015-2016,2015-12-20,Essex Rebels,3,26 24 25 17 15,Norwich Spikers,2,24 26 14 25 13,division_3,men,University of Essex Sports Centre,unknown,unknown
2015-2016,2015-12-20,DARKSTAR Derbyshire,3,19 25 25 25 0,Lincoln Cannons,1,25 22 22 13 0,division_3,men,Harvey Hadden Sports Complex,unknown,unknown
2015-2016,2015-12-20,Team SideOut Polonia (London),3,25 20 25 16 15,Northumbria University,2,21 25 23 25 9,superleague,women,Brentford Fountain Leisure Centre,unknown,unknown
2015-2016,2016-01-02,Newcastle Staffs,3,25 25 25 - -,Hull Thunder,0,15 23 14 - -,shield,men,Madeley High School,unknown,unknown
2015-2016,2016-01-02,Manchester Marvels Mystics,0,21 12 23 - -,Chester Amazons,3,25 25 25 - -,shield,women,Armitage Centre,unknown,unknown
2015-2016,2016-01-09,Durham Palatinates,3,25 25 25 - -,Herts,0,9 12 23 - -,division_1,women,Durham University Sport (Queens Campus),unknown,unknown
2015-2016,2016-01-09,Sheffield 2,3,25 25 18 25 0,Lincoln Cannons,1,22 9 25 22 0,shield,men,Sheffield - U18 Boys,unknown,unknown
2015-2016,2016-01-09,Northumbria University,3,25 25 25 - -,Essex Rebels,0,10 17 6 - -,superleague,women,Sports Central,unknown,unknown
2015-2016,2016-01-10,Sheffield 2,3,25 25 24 25 0,Essex Estonians,1,23 20 26 23 0,division_2,men,Sheffield - U18 Boys,unknown,unknown
2015-2016,2016-01-10,Richmond 2,1,25 23 16 22 0,Plymouth,3,23 25 25 25 0,division_2,women,Kingston Arena,unknown,unknown
2015-2016,2016-01-10,Portsmouth,3,25 25 25 - -,Essex Trinity,0,22 21 18 - -,division_2,women,Priory Community Sports Centre,unknown,unknown
2015-2016,2016-01-10,Tamworth Spartans,3,25 25 25 - -,Lincoln Cannons,0,13 21 17 - -,division_3,women,Wilnecote Leisure Centre,unknown,unknown
2015-2016,2016-01-10,Northampton,2,27 25 16 23 10,Lincoln Cannons,3,25 18 25 25 15,division_3,women,Wilnecote Leisure Centre,unknown,unknown
2015-2016,2016-01-10,Tamworth Spartans,3,25 25 25 - -,Northampton,0,22 20 20 - -,division_3,women,Wilnecote Leisure Centre,unknown,unknown
2015-2016,2016-01-12,Tamworth Spartans,3,25 25 25 - -,Ashfield Vipers,0,11 13 15 - -,shield,women,Wilnecote Leisure Centre,unknown,unknown
2015-2016,2016-01-16,South Hants,2,23 25 25 11 11,Wiltshire Mavericks,3,25 21 22 25 15,division_3,men,Purbrook Park School,unknown,unknown
2015-2016,2016-01-16,Newcastle Staffs,3,25 25 25 - -,Essex Blaze,0,20 13 20 - -,division_1,men,Madeley High School,unknown,unknown
2015-2016,2016-01-16,Team Sunderland,3,25 25 25 - -,Essex Estonians,0,22 9 16 - -,division_2,men,Sunderland University (Cityspace),unknown,unknown
2015-2016,2016-01-16,Nottingham Rockets,0,13 14 16 - -,Manchester Marvels Mystics,3,25 25 25 - -,division_2,women,Southglade Leisure Centre,unknown,unknown
2015-2016,2016-01-17,City of Bristol,3,25 25 25 - -,Wessex,0,14 8 11 - -,division_3,women,Oasis Academy Brislington,unknown,unknown
2015-2016,2016-01-17,Lincoln Cannons,1,19 25 17 10 0,Norwich Spikers,3,25 21 25 25 0,division_3,women,The Priory Pembroke Academy,unknown,unknown
2015-2016,2016-01-17,Durham Palatinates,3,25 25 25 - -,York Vikings,0,22 12 18 - -,division_3,men,The Y Club,unknown,unknown
2015-2016,2016-01-17,Intervolley Manchester,3,25 25 24 23 15,York Vikings,2,18 16 26 25 8,division_3,men,The Y Club,unknown,unknown
2015-2016,2016-01-17,London Aces,3,25 25 25 - -,Richmond Bucks,0,9 20 14 - -,division_3,men,Battersea Youth Centre,unknown,unknown
2015-2016,2016-01-17,Richmond Bucks,0,23 15 21 - -,Essex Rebels,3,25 25 25 - -,division_3,men,Battersea Youth Centre,unknown,unknown
2015-2016,2016-01-17,Norwich Spikers,1,21 25 21 17 0,Dartford Crossers,3,25 16 25 25 0,division_3,men,Easton & Otley College,unknown,unknown
2015-2016,2016-01-17,London Aces,3,25 19 25 26 0,Essex Rebels,1,21 25 19 24 0,division_3,men,Battersea Youth Centre,unknown,unknown
2015-2016,2016-01-17,Intervolley Manchester,1,21 22 30 17 0,Durham Palatinates,3,25 25 28 25 0,division_3,men,The Y Club,unknown,unknown
2015-2016,2016-01-17,Durham Palatinates,3,25 25 25 - -,Bristol,0,10 15 21 - -,division_1,women,Durham University Sport (Queens Campus),unknown,unknown
2015-2016,2016-01-17,Reading Aces,2,26 22 17 25 10,Cambridge ARU,3,24 25 25 23 15,division_2,women,Kendrick School,unknown,unknown
2015-2016,2016-01-17,Richmond 2,0,19 15 20 - -,Bristol 2,3,25 25 25 - -,division_2,women,Kingston Arena,unknown,unknown
2015-2016,2016-01-17,York Falcons,3,25 22 25 25 0,Loughborough Students,1,13 25 13 22 0,division_3,women,Woodchurch High School Sports Centre,unknown,unknown
2015-2016,2016-01-17,Southampton 2,2,25 25 17 20 7,Southampton,3,20 19 25 25 15,division_3,women,Itchen College Sports Centre,unknown,unknown
2015-2016,2016-01-23,Malory Eagles UEL,1,22 15 25 17 0,Team SideOut Polonia (London),3,25 25 18 25 0,superleague,women,Ernest Bevin College,unknown,unknown
2015-2016,2016-01-23,Bristol 2,3,25 25 25 - -,Reading Aces,0,21 22 19 - -,division_2,women,Abbeywood School,unknown,unknown
2015-2016,2016-01-23,Coventry & Warwick Riga,0,21 22 24 - -,Team Sunderland,3,25 25 26 - -,division_2,women,Alan Higgs Centre,unknown,unknown
2015-2016,2016-01-23,Loughborough Students,0,18 17 17 - -,Newcastle Staffs 2,3,25 25 25 - -,division_2,men,Loughborough University Netball Centre,unknown,unknown
2015-2016,2016-01-23,Essex Estonians,2,25 24 18 25 10,Nottingham Rockets,3,19 26 25 22 15,division_2,men,Boswells School,unknown,unknown
2015-2016,2016-01-23,Black Country,1,23 25 21 20 0,Newcastle Staffs,3,25 17 25 25 0,division_1,men,King's School,unknown,unknown
2015-2016,2016-01-23,Coventry and Warwick Riga,0,17 17 19 - -,Southampton,3,25 25 25 - -,division_1,men,Alan Higgs Centre,unknown,unknown
2015-2016,2016-01-23,Malory Eagles UEL,0,18 18 22 - -,IBB Polonia London,3,25 25 25 - -,superleague,men,Ernest Bevin College,unknown,unknown
2015-2016,2016-01-23,Sheffield,3,25 23 25 17 15,Richmond Docklands,2,16 25 12 25 12,superleague,men,Sheffield - U18 Boys,unknown,unknown
2015-2016,2016-01-23,Team South Wales,1,11 22 25 15 0,London Inter Orcas,3,25 25 17 25 0,superleague,women,unknown,unknown,unknown
2015-2016,2016-01-24,Plymouth Mayflower VC,3,25 23 25 25 0,Southampton 2,1,21 25 22 22 0,division_3,women,LeAF Academy,unknown,unknown
2015-2016,2016-01-24,Ashfield Vipers,0,7 19 18 - -,York Falcons,3,25 25 25 - -,division_3,women,The Education Village Academy Trust,unknown,unknown
2015-2016,2016-01-24,DARKSTAR Derbyshire,3,25 25 25 - -,Manchester Marvels Mystics,0,22 16 19 - -,division_2,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2015-2016,2016-01-24,Leeds Gorse,3,25 26 15 25 0,Nottingham Rockets,1,12 24 25 21 0,division_2,women,Gryphon Sports Centre,unknown,unknown
2015-2016,2016-01-24,Durham Palatinates,3,25 23 25 25 0,Hull Thunder,1,18 25 11 14 0,division_3,men,Durham University Sport (Queens Campus),unknown,unknown
2015-2016,2016-01-24,London Aces,0,0 0 0 - -,Norwich Spikers,3,25 25 25 - -,division_3,men,Battersea Youth Centre,unknown,unknown
2015-2016,2016-01-24,Newmarket,2,25 20 15 25 12,Norwich Spikers,3,23 25 25 17 15,division_3,men,Battersea Youth Centre,unknown,unknown
2015-2016,2016-01-24,London Aces,3,25 25 25 - -,Newmarket,0,17 22 19 - -,division_3,men,Battersea Youth Centre,unknown,unknown
2015-2016,2016-01-24,Loughborough Students,0,16 11 24 - -,Essex Estonians,3,25 25 26 - -,division_2,men,Loughborough University Netball Centre,unknown,unknown
2015-2016,2016-01-24,Lincoln Cannons,3,25 25 25 25 0,DARKSTAR Derbyshire,1,18 17 27 22 0,division_3,men,The Priory Pembroke Academy,unknown,unknown
2015-2016,2016-01-24,Richmond Bucks,1,25 15 17 21 0,Dartford Crossers,3,19 25 25 25 0,division_3,men,Kingston Arena,unknown,unknown
2015-2016,2016-01-24,Sheffield,3,25 26 25 - -,Leeds Gorse,0,19 24 20 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2015-2016,2016-01-24,Norwich Spikers,3,25 17 25 25 0,Black Country,1,19 25 17 22 0,division_3,women,Easton & Otley College,unknown,unknown
2015-2016,2016-01-24,Wessex,1,25 15 10 15 0,Southampton 2,3,12 25 25 25 0,division_3,women,LeAF Academy,unknown,unknown
2015-2016,2016-01-24,Wessex,1,25 12 25 17 0,Plymouth Mayflower VC,3,20 25 27 25 0,division_3,women,LeAF Academy,unknown,unknown
2015-2016,2016-01-24,Team South Wales,0,23 18 15 - -,Team SideOut Polonia (London),3,25 25 25 - -,superleague,women,USW Sport Park,unknown,unknown
2015-2016,2016-01-30,Manchester Marvels Mystics,3,25 25 25 - -,Nottingham Rockets,0,8 16 16 - -,division_2,women,Armitage Centre,unknown,unknown
2015-2016,2016-01-30,Durham Palatinates,0,14 22 23 - -,Northumbria University,3,25 25 25 - -,cup,men,unknown,unknown,unknown
2015-2016,2016-01-30,Malory Eagles UEL,3,25 25 19 23 15,Sheffield,2,23 18 25 25 13,cup,men,unknown,unknown,unknown
2015-2016,2016-01-30,Southampton,3,25 25 25 - -,London Aces,0,22 13 21 - -,shield,men,Itchen College Sports Centre,unknown,unknown
2015-2016,2016-01-31,Chester Amazons,1,17 25 18 16 0,Team Sunderland,3,25 18 25 25 0,shield,women,Whitby High School,unknown,unknown
2015-2016,2016-01-31,Coventry & Warwick Riga,3,25 25 25 - -,Loughborough Students,0,19 11 13 - -,shield,women,Centre AT7,unknown,unknown
2015-2016,2016-01-31,Reading Aces,3,25 25 25 - -,Richmond 2,0,19 11 20 - -,division_2,women,Kendrick School,unknown,unknown
2015-2016,2016-01-31,London Inter Orcas,1,23 25 22 18 0,Team SideOut Polonia (London),3,25 23 25 25 0,cup,women,unknown,unknown,unknown
2015-2016,2016-01-31,Essex Rebels,2,24 25 25 20 9,Malory Eagles UEL,3,26 21 20 25 15,cup,women,Tendring Technology College,unknown,unknown
2015-2016,2016-01-31,Northumbria University,3,25 25 25 - -,Durham Palatinates,0,12 19 21 - -,cup,women,Sports Central,unknown,unknown
2015-2016,2016-01-31,Tamworth Spartans,0,15 14 22 - -,Essex Trinity,3,25 25 25 - -,shield,women,Rawlett Community Sports College,unknown,unknown
2015-2016,2016-02-06,Essex Trinity,3,25 25 25 - -,Richmond 2,0,0 0 0 - -,division_2,women,Basildon Sporting Village,unknown,unknown
2015-2016,2016-02-06,IBB Polonia London,3,25 25 25 - -,Sheffield,0,23 22 17 - -,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2015-2016,2016-02-06,Exeter Storm,1,25 16 16 16 0,City of Bristol,3,19 25 25 25 0,division_2,men,Ashmoor Recreation Centre,unknown,unknown
2015-2016,2016-02-06,Team Sunderland,2,21 25 21 25 12,Manchester Marvels Mystics,3,25 17 25 22 15,division_2,women,Sunderland University (Cityspace),unknown,unknown
2015-2016,2016-02-06,Nottingham Rockets,0,16 11 17 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,women,Southglade Leisure Centre,unknown,unknown
2015-2016,2016-02-07,Lincoln Cannons,0,14 22 9 - -,Norwich Spikers,3,25 25 25 - -,division_3,women,The Priory Pembroke Academy,unknown,unknown
2015-2016,2016-02-07,Essex Trinity,3,25 25 28 - -,Reading Aces,0,19 22 26 - -,division_2,women,Basildon Sporting Village,unknown,unknown
2015-2016,2016-02-07,Sheffield 2,3,20 25 25 25 15,Team Sunderland,2,25 27 22 18 10,shield,men,Sheffield - U18 Boys,unknown,unknown
2015-2016,2016-02-07,Hull Thunder,0,18 20 16 - -,Intervolley Manchester,3,25 25 25 - -,division_3,men,Hull Holy Trinity House Academy,unknown,unknown
2015-2016,2016-02-07,Essex Estonians,3,25 25 25 - -,Loughborough Students,0,0 0 0 - -,division_2,men,Basildon Sporting Village,unknown,unknown
2015-2016,2016-02-07,York Vikings,3,25 28 17 25 0,Manchester Marvels Marauders,1,22 26 25 21 0,division_3,men,Joseph Rowntree School,unknown,unknown
2015-2016,2016-02-07,Bristol,3,25 25 25 - -,Ashcombe Dorking,0,20 22 10 - -,division_1,women,Abbeywood School,unknown,unknown
2015-2016,2016-02-09,Loughborough Students,0,12 8 14 - -,Newcastle Staffs,3,25 25 25 - -,shield,men,Sir David Wallace Sports Hall,unknown,unknown
2015-2016,2016-02-13,Loughborough Students,3,25 25 25 - -,Manchester Marvels Mayhem,0,20 13 20 - -,division_3,women,Loughborough University Netball Centre,unknown,unknown
2015-2016,2016-02-13,Bristol 2,1,19 25 17 19 0,Cambridge ARU,3,25 19 25 25 0,division_2,women,Abbeywood School,unknown,unknown
2015-2016,2016-02-13,Southampton,3,24 25 25 20 15,Essex Blaze,2,26 18 17 25 11,division_1,men,Itchen College Sports Centre,unknown,unknown
2015-2016,2016-02-13,York Vikings,3,23 25 25 25 0,Hull Thunder,1,25 20 23 14 0,division_3,men,Joseph Rowntree School,unknown,unknown
2015-2016,2016-02-13,Northumbria University,3,25 25 25 - -,Leeds Gorse,0,8 10 21 - -,superleague,men,Sports Central,unknown,unknown
2015-2016,2016-02-13,Durham Palatinates,3,25 25 25 - -,Ashcombe Dorking,0,9 11 6 - -,division_1,women,Durham University Sport (Queens Campus),unknown,unknown
2015-2016,2016-02-13,Manchester Marvels Mystics,3,25 25 25 - -,Leeds Gorse,0,15 14 20 - -,division_2,women,Armitage Centre,unknown,unknown
2015-2016,2016-02-13,Nottingham Rockets,1,18 22 28 21 0,Coventry & Warwick Riga,3,25 25 26 25 0,division_2,women,Southglade Leisure Centre,unknown,unknown
2015-2016,2016-02-13,Loughborough Students,3,24 25 25 28 0,Ashfield Vipers,1,26 12 12 26 0,division_3,women,Loughborough University Netball Centre,unknown,unknown
2015-2016,2016-02-13,Manchester Marvels Mayhem,0,22 23 15 - -,Ashfield Vipers,3,25 25 25 - -,division_3,women,Loughborough University Netball Centre,unknown,unknown
2015-2016,2016-02-14,London Inter Orcas,3,25 25 26 25 0,Malory Eagles UEL,1,19 14 28 15 0,superleague,women,unknown,unknown,unknown
2015-2016,2016-02-14,Southampton 2,3,25 25 25 - -,Wessex,0,14 10 20 - -,division_3,women,Woodlands Community School,unknown,unknown
2015-2016,2016-02-14,City of Bristol,0,17 19 11 - -,Plymouth Mayflower VC,3,25 25 25 - -,division_3,women,USW Sport Park,unknown,unknown
2015-2016,2016-02-14,Ashcombe Dorking 2,0,21 8 12 - -,Dartford Chargers,3,25 25 25 - -,division_3,women,The Ashcombe Volleyball Centre,unknown,unknown
2015-2016,2016-02-14,DARKSTAR Derbyshire,3,25 25 25 - -,Newcastle Staffs,0,20 11 17 - -,division_2,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2015-2016,2016-02-14,Sheffield 2,3,25 25 25 - -,Loughborough Students,0,17 16 16 - -,division_2,men,Sheffield - U18 Boys,unknown,unknown
2015-2016,2016-02-14,Norwich Spikers,3,25 25 25 - -,Northampton,0,11 12 13 - -,division_3,women,Easton & Otley College,unknown,unknown
2015-2016,2016-02-14,York Falcons,0,18 24 20 - -,Chester Amazons,3,25 26 25 - -,division_3,women,Joseph Rowntree School,unknown,unknown
2015-2016,2016-02-20,Coventry & Warwick Riga,1,25 15 24 21 0,Team Sunderland,3,21 25 26 25 0,shield,women,Alan Higgs Centre,unknown,unknown
2015-2016,2016-02-20,Malory Eagles UEL,0,18 14 16 - -,Team SideOut Polonia (London),3,25 25 25 - -,cup,women,Ernest Bevin College,unknown,unknown
2015-2016,2016-02-20,Newcastle Staffs,3,22 25 25 25 0,Sheffield 2,1,25 14 21 18 0,shield,men,Madeley High School,unknown,unknown
2015-2016,2016-02-20,IBB Polonia London,3,25 25 25 - -,Malory Eagles UEL,0,19 15 20 - -,cup,men,Brentford Fountain Leisure Centre,unknown,unknown
2015-2016,2016-02-20,Manchester Marvels Mystics,3,27 25 15 25 0,DARKSTAR Derbyshire,1,25 16 25 6 0,division_2,women,Armitage Centre,unknown,unknown
2015-2016,2016-02-21,Richmond Docklands,0,11 21 17 - -,Southampton,3,25 25 25 - -,shield,men,Bacons S.C.,unknown,unknown
2015-2016,2016-02-21,Dartford Crossers,0,23 16 11 - -,Essex Rebels,3,25 25 25 - -,division_3,men,Newmarket Leisure Centre,unknown,unknown
2015-2016,2016-02-21,Newmarket,1,20 23 25 21 0,Essex Rebels,3,25 25 23 25 0,division_3,men,Newmarket Leisure Centre,unknown,unknown
2015-2016,2016-02-21,Newmarket,0,17 18 20 - -,Dartford Crossers,3,25 25 25 - -,division_3,men,Newmarket Leisure Centre,unknown,unknown
2015-2016,2016-02-21,Manchester Marvels Mayhem,0,8 8 10 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Sugden Sports Centre,unknown,unknown
2015-2016,2016-02-21,Southampton 2,3,25 17 25 15 19,Southampton,2,16 25 22 25 17,division_3,women,Woodlands Community School,unknown,unknown
2015-2016,2016-02-27,Essex Rebels,3,25 25 25 - -,Malory Eagles UEL,0,12 14 21 - -,superleague,women,Tendring Technology College,unknown,unknown
2015-2016,2016-02-27,Northumbria University,3,25 25 25 - -,Team South Wales,0,13 11 21 - -,superleague,women,Sports Central,unknown,unknown
2015-2016,2016-02-27,Ashfield Vipers,0,14 9 17 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2015-2016,2016-02-27,Ashfield Vipers,1,30 24 18 17 0,Manchester Marvels Mayhem,3,28 26 25 25 0,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2015-2016,2016-02-27,Coventry & Warwick Riga,3,25 19 25 27 0,Manchester Marvels Mystics,1,22 25 19 25 0,division_2,women,Alan Higgs Centre,unknown,unknown
2015-2016,2016-02-27,Northumbria University,3,25 25 25 - -,Richmond Docklands,0,19 8 17 - -,superleague,men,Sports Central,unknown,unknown
2015-2016,2016-02-27,Newcastle Staffs 2,1,26 22 21 22 0,Sheffield 2,3,24 25 25 25 0,division_2,men,Keele University Sports Centre,unknown,unknown
2015-2016,2016-02-27,Loughborough Students,0,17 21 19 - -,Team Sunderland,3,25 25 25 - -,division_2,men,Loughborough University Netball Centre,unknown,unknown
2015-2016,2016-02-27,Black Country,3,21 25 25 21 15,Southampton,2,25 21 17 25 13,division_1,men,Redhill School Sports Hall,unknown,unknown
2015-2016,2016-02-27,Coventry and Warwick Riga,0,14 19 20 - -,Manchester Marvels,3,25 25 25 - -,division_1,men,Alan Higgs Centre,unknown,unknown
2015-2016,2016-02-27,Manchester Marvels Mayhem,0,12 12 19 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2015-2016,2016-02-27,Team SideOut Polonia (London),3,25 25 22 26 0,London Inter Orcas,1,14 22 25 24 0,superleague,women,unknown,unknown,unknown
2015-2016,2016-02-28,Dartford Chargers,3,25 15 25 25 0,Sussex Dolphins 1,1,14 25 20 17 0,division_3,women,Dartford Technology College,unknown,unknown
2015-2016,2016-02-28,Leeds Gorse,3,25 16 25 25 0,Richmond Docklands,1,22 25 20 13 0,superleague,men,Gryphon Sports Centre,unknown,unknown
2015-2016,2016-02-28,Intervolley Manchester,3,25 25 25 - -,Manchester Marvels Marauders,0,17 20 21 - -,division_3,men,The Y Club,unknown,unknown
2015-2016,2016-02-28,Northumbria University,3,18 26 25 25 16,IBB Polonia London,2,25 28 23 15 14,superleague,men,Sports Central,unknown,unknown
2015-2016,2016-02-28,Reading Aces,3,21 22 25 25 16,Portsmouth,2,25 25 17 19 14,division_2,women,Kendrick School,unknown,unknown
2015-2016,2016-03-05,Newcastle Staffs,3,25 31 17 26 0,Nottingham Rockets,1,17 29 25 24 0,division_2,women,Keele University Sports Centre,unknown,unknown
2015-2016,2016-03-05,Newcastle Staffs 2,0,23 20 19 - -,Nottingham Rockets,3,25 25 25 - -,division_2,men,Keele University Sports Centre,unknown,unknown
2015-2016,2016-03-05,Newcastle Staffs,3,25 25 25 - -,Coventry and Warwick Riga,0,17 19 16 - -,division_1,men,Keele University Sports Centre,unknown,unknown
2015-2016,2016-03-05,Leeds Gorse,0,14 21 17 - -,IBB Polonia London,3,25 25 25 - -,superleague,men,Gryphon Sports Centre,unknown,unknown
2015-2016,2016-03-05,Team South Wales,0,16 13 20 - -,Essex Rebels,3,25 25 25 - -,superleague,women,USW Sport Park,unknown,unknown
2015-2016,2016-03-06,London Inter Orcas,3,25 23 25 25 0,Team South Wales,1,21 25 17 20 0,superleague,women,unknown,unknown,unknown
2015-2016,2016-03-06,Plymouth,3,19 22 25 27 15,Reading Aces,2,25 25 19 25 10,division_2,women,Coombe Dean School,unknown,unknown
2015-2016,2016-03-06,Leeds Gorse,0,22 15 19 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,women,Gryphon Sports Centre,unknown,unknown
2015-2016,2016-03-12,Essex Rebels,3,25 25 25 - -,London Inter Orcas,0,23 20 20 - -,superleague,women,unknown,unknown,unknown
2015-2016,2016-03-12,Leeds Gorse,0,17 17 21 - -,Sheffield,3,25 25 25 - -,superleague,men,Gryphon Sports Centre,unknown,unknown
2015-2016,2016-03-12,Norwich Spikers,3,25 25 25 - -,Richmond Bucks,0,0 0 0 - -,division_3,men,Easton & Otley College,unknown,unknown
2015-2016,2016-03-12,Cambridge ARU,2,28 25 23 11 5,Lincoln Cannons,3,26 20 25 25 15,division_3,men,North Cambridge Academy,unknown,unknown
2015-2016,2016-03-12,Southampton,3,25 19 25 25 0,Newcastle Staffs,1,22 25 19 12 0,division_1,men,Itchen College Sports Centre,unknown,unknown
2015-2016,2016-03-12,Team Sunderland,3,25 25 25 - -,Newcastle Staffs 2,0,14 23 11 - -,division_2,men,Sunderland University (Cityspace),unknown,unknown
2015-2016,2016-03-12,Nottingham Rockets,3,25 22 25 27 15,Loughborough Students,2,17 25 23 29 12,division_2,men,Southglade Leisure Centre,unknown,unknown
2015-2016,2016-03-12,Norwich Spikers,3,25 22 19 25 15,Dartford Crossers,2,16 25 25 22 10,division_3,men,Easton & Otley College,unknown,unknown
2015-2016,2016-03-12,Richmond Bucks,0,0 0 0 - -,Dartford Crossers,3,25 25 25 - -,division_3,men,Easton & Otley College,unknown,unknown
2015-2016,2016-03-12,Richmond Docklands,0,18 14 18 - -,Northumbria University,3,25 25 25 - -,superleague,men,Sobell Leisure Centre,unknown,unknown
2015-2016,2016-03-12,Team Sunderland,3,25 25 26 13 15,Newcastle Staffs,2,23 19 28 25 10,division_2,women,Sunderland University (Cityspace),unknown,unknown
2015-2016,2016-03-13,Chester Amazons,3,25 25 25 - -,Loughborough Students,0,21 22 22 - -,division_3,women,Whitby High School,unknown,unknown
2015-2016,2016-03-13,Black Country,3,29 24 25 20 15,Lincoln Cannons,2,27 26 20 25 4,division_3,women,Redhill School Sports Hall,unknown,unknown
2015-2016,2016-03-13,Norwich Spikers,3,17 25 25 25 0,Tamworth Spartans,1,25 13 16 17 0,division_3,women,Easton & Otley College,unknown,unknown
2015-2016,2016-03-13,Cambridge ARU,3,25 22 25 25 0,Plymouth,1,19 25 21 19 0,division_2,women,New Forest Volleyball Centre,unknown,unknown
2015-2016,2016-03-13,Bristol,3,25 25 25 - -,South Hants,0,0 0 0 - -,division_3,men,Lavington School,unknown,unknown
2015-2016,2016-03-13,Hull Thunder,3,25 25 27 - -,Manchester Marvels Marauders,0,17 18 25 - -,division_3,men,Hull Holy Trinity House Academy,unknown,unknown
2015-2016,2016-03-13,Essex Rebels,0,18 20 22 - -,London Aces,3,25 25 25 - -,division_3,men,Tendring Technology College,unknown,unknown
2015-2016,2016-03-13,Black Country,2,25 23 25 16 11,Essex Blaze,3,22 25 23 25 15,division_1,men,Redhill School Sports Hall,unknown,unknown
2015-2016,2016-03-13,Wiltshire Mavericks,3,20 24 25 25 15,Bristol,2,25 26 19 18 12,division_3,men,Lavington School,unknown,unknown
2015-2016,2016-03-13,Wiltshire Mavericks,3,25 22 25 25 0,South Hants,1,17 25 16 17 0,division_3,men,Lavington School,unknown,unknown
2015-2016,2016-03-13,Herts,0,13 18 11 - -,Bristol,3,25 25 25 - -,division_1,women,Queens School,unknown,unknown
2015-2016,2016-03-13,Leeds Gorse,0,21 18 22 - -,Coventry & Warwick Riga,3,25 25 25 - -,division_2,women,Gryphon Sports Centre,unknown,unknown
2015-2016,2016-03-13,Richmond 2,3,25 16 28 25 0,Portsmouth,1,14 25 26 21 0,division_2,women,Kingston Arena,unknown,unknown
2015-2016,2016-03-13,Dartford Chargers,3,25 25 25 - -,Ashcombe Dorking 2,0,9 15 15 - -,division_3,women,Dartford Technology College,unknown,unknown
2015-2016,2016-03-13,York Falcons,3,25 25 25 - -,Ashfield Vipers,0,16 23 14 - -,division_3,women,Joseph Rowntree School,unknown,unknown
2015-2016,2016-03-13,Plymouth Mayflower VC,3,25 25 29 25 0,City of Bristol,1,18 23 31 21 0,division_3,women,Plymstock School Sports Centre,unknown,unknown
2015-2016,2016-03-19,Cambridge ARU,3,25 20 28 19 15,Essex Trinity,2,17 25 26 25 13,division_2,women,North Cambridge Academy,unknown,unknown
2015-2016,2016-03-19,Coventry & Warwick Riga,0,12 15 14 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,women,Alan Higgs Centre,unknown,unknown
2015-2016,2016-03-19,Leeds Gorse,2,20 25 25 20 12,Malory Eagles UEL,3,25 23 19 25 15,superleague,men,Gryphon Sports Centre,unknown,unknown
2015-2016,2016-03-19,IBB Polonia London,3,25 25 25 - -,Richmond Docklands,0,13 16 22 - -,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2015-2016,2016-03-19,Northumbria University,3,20 25 25 25 0,Sheffield,1,25 23 15 21 0,superleague,men,Sports Central,unknown,unknown
2015-2016,2016-03-19,Cambridge ARU,0,22 27 15 - -,Lincoln Cannons,3,25 29 25 - -,division_3,men,North Cambridge Academy,unknown,unknown
2015-2016,2016-03-19,Sheffield 2,3,25 25 20 19 15,Team Sunderland,2,17 23 25 25 6,division_2,men,Sheffield - U18 Boys,unknown,unknown
2015-2016,2016-03-19,Black Country,3,25 25 30 - -,Manchester Marvels,0,18 23 28 - -,division_1,men,Redhill School Sports Hall,unknown,unknown
2015-2016,2016-03-20,Northumbria University,3,25 25 25 23 15,Team SideOut Polonia (London),2,27 15 20 25 13,superleague,women,Sports Central,unknown,unknown
2015-2016,2016-03-20,Black Country,3,26 21 25 25 0,Tamworth Spartans,1,24 25 17 21 0,division_3,women,Telford College of Arts and Technology,unknown,unknown
