season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2014-2015,2015-03-22,Sussex Dolphins 1,3,22 23 25 25 15,City of Bristol,2,25 25 21 20 10,division_3,women,LeAF Academy,unknown,unknown
2014-2015,2015-03-22,Wessex,3,25 26 25 - -,Sussex Dolphins 1,0,15 24 23 - -,division_3,women,LeAF Academy,unknown,unknown
2014-2015,2015-03-28,Sheffield,2,21 30 21 25 11,Northumbria University,3,25 28 25 19 15,cup,men,National Volleyball Centre,unknown,unknown
2014-2015,2015-03-28,Team SideOut Polonia (London),0,19 22 24 - -,Northumbria University,3,25 25 26 - -,cup,women,National Volleyball Centre,unknown,unknown
2014-2015,2015-03-28,Sussex Dolphins 1,1,25 19 20 14 0,Southampton 2,3,23 25 25 25 0,division_3,women,St Pauls Catholic College,unknown,unknown
2014-2015,2015-03-28,Southampton 2,3,25 22 14 25 15,Southampton,2,21 25 25 10 11,division_3,women,St Pauls Catholic College,unknown,unknown
2014-2015,2015-03-28,Sussex Dolphins 1,3,25 25 23 23 15,Southampton,2,22 16 25 25 10,division_3,women,St Pauls Catholic College,unknown,unknown
2014-2015,2015-03-28,Chester Amazons,1,25 14 22 15 0,Ashcombe Dorking,3,22 25 25 25 0,shield,women,National Volleyball Centre,unknown,unknown
2014-2015,2015-04-05,Southampton,2,25 20 25 17 5,Ashcombe Dorking 2,3,11 25 19 25 15,division_3,women,Crestwood College,unknown,unknown
2014-2015,2015-04-11,Essex Trinity,3,25 25 20 14 15,Reading Aces,2,23 19 25 25 9,division_2,women,Boswells School,unknown,unknown
2014-2015,2015-04-11,Northumbria University,3,25 25 25 - -,Richmond Docklands,0,18 15 18 - -,superleague,men,Sports Central,unknown,unknown
2014-2015,2015-04-11,Manchester Marvels Mystics,3,25 25 25 - -,Black Country,0,12 14 13 - -,division_2,women,Armitage Centre,unknown,unknown
2014-2015,2015-04-11,Nottingham Rockets,3,26 27 25 - -,Coventry & Warwick Riga,0,24 25 11 - -,division_2,women,unknown,unknown,unknown
2014-2015,2015-04-11,Northumbria University,3,25 25 25 - -,Malory Eagles UEL,0,10 18 15 - -,superleague,women,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2015-04-12,Plymouth,2,25 11 25 19 7,Reading Aces,3,19 25 23 25 15,division_2,women,Coombe Dean School,unknown,unknown
2014-2015,2015-04-12,Northumbria University,3,25 25 25 - -,Richmond Docklands,0,23 20 16 - -,superleague,men,Sports Central,unknown,unknown
2014-2015,2015-04-12,Sheffield 2,3,25 25 25 25 0,Durham Palatinates,1,27 23 23 23 0,division_3,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2015-04-12,York Vikings,0,23 17 18 - -,Hull Thunder,3,25 25 25 - -,division_3,men,The Education Village Academy Trust,unknown,unknown
2014-2015,2015-04-12,Herts,2,23 20 27 25 6,Ashcombe Dorking,3,25 25 25 22 15,division_1,women,Queens School,unknown,unknown
2014-2015,2015-04-12,Northumbria University,3,25 25 25 - -,Malory Eagles UEL,0,6 18 21 - -,superleague,women,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2015-04-18,Norwich Spikers,3,25 22 25 25 0,Richmond Bucks,1,23 25 20 23 0,division_3,men,Ormiston Venture Academy,unknown,unknown
2014-2015,2015-04-18,Essex Rebels,0,0 0 0 - -,Richmond Bucks,3,25 25 25 - -,division_3,men,Ormiston Venture Academy,unknown,unknown
2014-2015,2015-04-18,Newcastle Staffs,3,25 25 25 - -,Coventry and Warwick Riga,0,0 0 0 - -,division_1,men,Keele University Sports Centre,unknown,unknown
2014-2015,2015-04-18,Exeter Storm,3,19 25 25 22 15,City of Bristol,2,25 15 22 25 11,division_2,men,Ashmoor Recreation Centre,unknown,unknown
2014-2015,2015-04-18,Norwich Spikers,3,25 25 25 - -,Essex Rebels,0,0 0 0 - -,division_3,men,Ormiston Venture Academy,unknown,unknown
2014-2015,2015-04-18,Nottingham Rockets,0,20 19 18 - -,Newcastle Staffs,3,25 25 25 - -,division_2,women,Sutton Bonington Sports Centre,unknown,unknown
2014-2015,2015-04-19,Chester Amazons,3,25 25 25 - -,Manchester Marvels Mayhem,0,7 11 16 - -,division_3,women,Fit City Eccles,unknown,unknown
2014-2015,2015-04-19,Team Sunderland,3,25 25 25 - -,York Falcons,0,17 19 17 - -,division_3,women,Sunderland University (Cityspace),unknown,unknown
2014-2015,2015-04-19,Herts,3,26 21 25 25 0,Portsmouth,1,24 25 21 19 0,division_1,women,Queens School,unknown,unknown
2014-2015,2015-04-19,Team Sunderland,3,25 25 25 - -,Manchester Marvels,0,0 0 0 - -,division_2,men,Sunderland University (Cityspace),unknown,unknown
2014-2015,2015-04-19,Durham Palatinates,3,25 25 25 - -,Coventry & Warwick Riga,0,11 14 12 - -,division_2,women,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2015-04-19,Norwich Spikers,3,25 25 25 - -,Northampton,0,23 19 15 - -,division_3,women,UEA Norwich Sportspark,unknown,unknown
2014-2015,2015-04-19,Wessex,3,26 26 16 25 15,Ashcombe Dorking 2,2,24 24 25 27 12,division_3,women,LeAF Academy,unknown,unknown
2014-2015,2015-04-19,Sussex Dolphins 1,1,14 18 25 19 0,Southampton 2,3,25 25 19 25 0,division_3,women,Kingston Arena,unknown,unknown
2014-2015,2015-04-19,Bristol 2,3,25 25 25 - -,Ashcombe Dorking 2,0,17 15 16 - -,division_3,women,LeAF Academy,unknown,unknown
2014-2015,2015-04-19,Wessex,1,22 23 25 17 0,Bristol 2,3,25 25 19 25 0,division_3,women,LeAF Academy,unknown,unknown
2014-2015,2015-04-25,Northumbria University,3,25 23 18 26 15,Team SideOut Polonia (London),2,20 25 25 24 10,superleague,women,National Volleyball Centre,unknown,unknown
2014-2015,2015-04-25,Northumbria University,1,19 25 21 21 0,Sheffield,3,25 19 25 25 0,superleague,men,National Volleyball Centre,unknown,unknown
2014-2015,2015-04-26,Northumbria University,3,23 25 25 25 0,Team SideOut Polonia (London),1,25 15 18 16 0,superleague,women,National Volleyball Centre,unknown,unknown
2014-2015,2015-04-26,Durham Palatinates,3,25 25 25 - -,Leeds Gorse,0,0 0 0 - -,division_2,women,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2015-04-26,Northumbria University,3,25 22 25 25 0,Sheffield,1,19 25 19 23 0,superleague,men,National Volleyball Centre,unknown,unknown
2014-2015,2015-04-26,York Falcons,2,25 14 25 23 6,Chester Amazons,3,20 25 23 25 15,division_3,women,Joseph Rowntree School,unknown,unknown
