season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2013-2014,2014-01-25,Loughborough Students,0,22 29 17 - -,Nottingham Rockets,3,25 31 25 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-01-25,Richmond Docklands,3,25 25 25 - -,Black Country,0,20 18 20 - -,division_1,men,unknown,unknown,unknown
2013-2014,2014-01-25,Newcastle Staffs 2,1,26 17 18 16 0,Manchester Marvels,3,24 25 25 25 0,division_2,men,unknown,unknown,unknown
2013-2014,2014-01-25,Loughborough Students,2,28 25 25 16 14,Black Country,3,30 15 15 25 16,division_2,women,unknown,unknown,unknown
2013-2014,2014-01-25,Manchester Marvels Mystics,0,28 24 16 - -,Coventry & Warwick Riga,3,30 26 25 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-01-25,Nottingham Rockets,2,18 25 20 25 13,Leeds Gorse,3,25 22 25 23 15,division_2,women,unknown,unknown,unknown
2013-2014,2014-01-26,Essex Rebels,3,25 29 25 - -,Plymouth,0,15 27 12 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-01-26,Essex Trinity,3,22 27 12 25 15,Plymouth,2,25 25 25 16 10,division_2,women,unknown,unknown,unknown
2013-2014,2014-01-26,Essex Rebels,3,25 25 25 - -,Essex Trinity,0,13 10 18 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-01-26,Dartford Crossers,3,26 25 25 - -,MK City,0,24 20 12 - -,division_3,men,unknown,unknown,unknown
2013-2014,2014-01-26,Coventry and Warwick Riga,3,25 25 25 - -,Durham Palatinates,0,20 17 23 - -,cup,men,unknown,unknown,unknown
2013-2014,2014-01-26,York Vikings,2,25 24 23 25 13,DARKSTAR Derbyshire,3,19 26 25 20 15,division_3,men,unknown,unknown,unknown
2013-2014,2014-01-26,Reading Aces,1,26 22 13 15 0,Herts,3,24 25 25 25 0,division_1,women,unknown,unknown,unknown
2013-2014,2014-02-01,Dartford Chargers,0,17 11 13 - -,Essex Rebels,3,25 25 25 - -,shield,women,unknown,unknown,unknown
2013-2014,2014-02-01,Dartford Chargers,0,17 11 13 - -,Essex Rebels,3,25 25 25 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-02-01,Malory Eagles UEL,3,25 25 28 - -,Southampton,0,13 23 26 - -,cup,men,unknown,unknown,unknown
2013-2014,2014-02-01,Sheffield,1,28 25 22 24 0,Northumbria University,3,30 20 25 26 0,cup,men,English Institute of Sport,unknown,unknown
2013-2014,2014-02-01,Nottingham Rockets,3,25 25 26 - -,Newcastle Staffs 2,0,18 22 24 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-01,Team Sunderland,0,21 15 24 - -,Leeds Gorse,3,25 25 26 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-01,York Vikings,3,22 15 25 25 15,DARKSTAR Derbyshire,2,25 25 19 22 13,shield,men,Joseph Rowntree School,unknown,unknown
2013-2014,2014-02-01,Sussex Dolphins 1,3,25 25 25 - -,Southampton,0,17 20 23 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-02,City of Bristol,3,25 25 25 - -,Wessex,0,21 22 21 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-02,Southampton 2,0,8 19 19 - -,Wessex,3,25 25 25 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-02,Ashfield Vipers,0,17 15 12 - -,Norwich Spikers,3,25 25 25 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-02,London Inter Orcas,2,23 27 25 26 8,Team South Wales,3,25 25 23 28 15,cup,women,unknown,unknown,unknown
2013-2014,2014-02-02,Essex Rebels,3,25 25 25 - -,MK City,0,15 16 17 - -,division_3,men,unknown,unknown,unknown
2013-2014,2014-02-02,Black Country,2,21 25 22 25 10,Essex Blaze,3,25 16 25 22 15,division_1,men,unknown,unknown,unknown
2013-2014,2014-02-02,Norwich Spikers,0,17 19 16 - -,Newmarket,3,25 25 25 - -,division_3,men,unknown,unknown,unknown
2013-2014,2014-02-02,Southampton 2,0,18 13 21 - -,City of Bristol,3,25 25 25 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-08,Essex Estonians,3,25 25 25 - -,Bristol,0,22 17 21 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-09,Malory Eagles UEL,3,25 25 25 - -,Coventry and Warwick Riga,0,23 20 21 - -,superleague,men,unknown,unknown,unknown
2013-2014,2014-02-15,Cambridge ARU,3,23 26 25 25 0,Newcastle Staffs 2,1,25 24 22 17 0,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-15,Essex Blaze,3,26 25 25 - -,City of Bristol,0,24 15 20 - -,division_1,men,unknown,unknown,unknown
2013-2014,2014-02-15,Manchester Marvels,0,22 22 18 - -,Leeds Gorse,3,25 25 25 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-15,Sheffield,3,25 25 25 - -,Coventry and Warwick Riga,0,14 17 15 - -,superleague,men,unknown,unknown,unknown
2013-2014,2014-02-15,Richmond 2,2,14 25 22 25 12,Plymouth,3,25 20 25 19 15,division_2,women,unknown,unknown,unknown
2013-2014,2014-02-15,Team SideOut Polonia (London),3,25 25 25 - -,Ashcombe Dorking,0,12 23 10 - -,superleague,women,unknown,unknown,unknown
2013-2014,2014-02-16,City of Bristol,3,25 25 20 25 0,Sussex Dolphins 1,1,21 15 25 23 0,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-16,Southampton,3,25 25 25 - -,Southampton 2,0,21 13 18 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-16,Durham Palatinates,3,25 25 25 - -,Team Sunderland,0,14 2 10 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-16,Dartford Chargers,0,11 14 18 - -,Plymouth,3,25 25 25 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-02-16,Herts,3,25 26 26 - -,Newcastle Staffs,0,17 24 24 - -,division_1,women,unknown,unknown,unknown
2013-2014,2014-02-16,Coventry and Warwick Riga,0,13 14 12 - -,Northumbria University,3,25 25 25 - -,superleague,men,unknown,unknown,unknown
2013-2014,2014-02-16,Loughborough Students,0,15 21 26 - -,Newcastle Staffs 2,3,25 25 28 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-16,Black Country,0,9 18 14 - -,Richmond Docklands,3,25 25 25 - -,division_1,men,unknown,unknown,unknown
2013-2014,2014-02-16,Northampton,1,18 16 25 21 0,Coventry & Warwick Riga,3,25 25 12 25 0,division_2,women,unknown,unknown,unknown
2013-2014,2014-02-16,Loughborough Students,3,25 25 25 - -,Cambridge ARU,0,22 21 18 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-02-16,DARKSTAR Derbyshire,3,18 25 25 25 0,Ashfield Vipers,1,25 11 15 15 0,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-16,City of Bristol,1,21 15 26 19 0,Bristol 2,3,25 25 24 25 0,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-16,Sussex Dolphins 1,0,21 21 24 - -,Bristol 2,3,25 25 26 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-16,Team South Wales,0,18 19 23 - -,Northumbria University,3,25 25 25 - -,superleague,women,unknown,unknown,unknown
2013-2014,2014-02-22,Malory Eagles UEL,2,17 27 25 15 3,Team SideOut Polonia (London),3,25 25 22 25 15,superleague,women,unknown,unknown,unknown
2013-2014,2014-02-22,Black Country,1,18 25 18 20 0,Cambridge ARU,3,25 16 25 25 0,division_2,women,unknown,unknown,unknown
2013-2014,2014-02-22,Bristol,1,13 14 25 19 0,London Inter Orcas,3,25 25 19 25 0,division_1,women,unknown,unknown,unknown
2013-2014,2014-02-22,Nottingham Rockets,3,25 18 25 25 0,Loughborough Students,1,11 25 16 16 0,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-22,Leeds Gorse,3,25 25 25 - -,Cambridge ARU,0,13 11 18 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-22,Malory Eagles UEL,1,17 25 24 20 0,IBB Polonia London,3,25 22 26 25 0,superleague,men,unknown,unknown,unknown
2013-2014,2014-02-22,Southampton,0,19 20 23 - -,Sheffield,3,25 25 25 - -,superleague,men,unknown,unknown,unknown
2013-2014,2014-02-22,Manchester Marvels Mystics,0,16 13 20 - -,Leeds Gorse,3,25 25 25 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-02-22,Richmond 2,3,25 19 25 25 0,Dartford Chargers,1,17 25 11 12 0,division_2,women,unknown,unknown,unknown
2013-2014,2014-02-23,Bristol 2,0,17 20 21 - -,Wessex,3,25 25 25 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-23,Bristol 2,3,25 30 25 - -,Southampton,0,14 28 13 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-23,Ashfield Vipers,1,23 18 25 11 0,DARKSTAR Derbyshire,3,25 25 17 25 0,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-23,Loughborough Students,1,18 16 25 10 0,Manchester Marvels,3,25 25 21 25 0,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-23,Team Sunderland,3,25 26 24 25 15,Cambridge ARU,2,21 28 26 10 12,division_2,men,unknown,unknown,unknown
2013-2014,2014-02-23,Loughborough Students,3,25 26 21 25 0,Coventry & Warwick Riga,1,21 24 25 23 0,division_2,women,unknown,unknown,unknown
2013-2014,2014-02-23,Wessex,3,25 25 25 - -,Southampton,0,14 10 17 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-02-23,Northumbria University,3,25 25 25 - -,Ashcombe Dorking,0,0 0 0 - -,superleague,women,unknown,unknown,unknown
2013-2014,2014-02-26,Essex Rebels,3,25 25 25 - -,Dartford Chargers,0,19 19 8 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-01,Malory Eagles UEL,1,25 15 18 14 0,Team South Wales,3,23 25 25 25 0,superleague,women,unknown,unknown,unknown
2013-2014,2014-03-01,Essex Trinity,1,23 23 25 20 0,Guildford International,3,25 25 10 25 0,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-01,Manchester Marvels,3,26 25 25 - -,Cambridge ARU,0,24 18 16 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-03-02,Cambridge ARU,2,8 26 15 25 9,Manchester Marvels Mystics,3,25 24 25 23 15,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-02,Northumbria University,3,25 25 25 - -,Team SideOut Polonia (London),0,15 17 19 - -,cup,women,unknown,unknown,unknown
2013-2014,2014-03-02,MK City,1,23 25 25 20 0,Norwich Spikers,3,25 23 27 25 0,division_3,men,unknown,unknown,unknown
2013-2014,2014-03-02,London Inter Orcas,3,25 25 25 - -,Herts,0,11 17 17 - -,division_1,women,unknown,unknown,unknown
2013-2014,2014-03-02,Northampton,1,25 15 21 11 0,Cambridge ARU,3,18 25 25 25 0,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-02,Northampton,0,22 21 10 - -,Manchester Marvels Mystics,3,25 25 25 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-02,Loughborough Students,3,21 25 26 20 15,Coventry & Warwick Riga,2,25 16 24 25 8,shield,women,unknown,unknown,unknown
2013-2014,2014-03-08,Leeds Gorse,3,25 25 25 - -,Loughborough Students,0,17 16 22 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-08,Bristol,3,25 25 25 - -,Newcastle Staffs,0,14 12 21 - -,division_1,women,unknown,unknown,unknown
2013-2014,2014-03-08,IBB Polonia London,3,23 25 25 25 0,Sheffield,1,25 18 18 23 0,superleague,men,unknown,unknown,unknown
2013-2014,2014-03-08,Leeds Gorse,3,31 25 22 25 0,Newcastle Staffs 2,1,29 17 25 12 0,division_2,men,unknown,unknown,unknown
2013-2014,2014-03-08,Cambridge ARU,1,20 17 25 17 0,Loughborough Students,3,25 25 22 25 0,division_2,men,unknown,unknown,unknown
2013-2014,2014-03-08,Team Sunderland,1,21 15 25 19 0,Manchester Marvels,3,25 25 23 25 0,division_2,men,unknown,unknown,unknown
2013-2014,2014-03-08,Nottingham Rockets,3,25 25 25 - -,Northampton,0,17 10 8 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-08,Cambridge ARU,0,24 17 25 - -,Black Country,3,26 25 27 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-08,Richmond 2,3,25 25 25 - -,Essex Trinity,0,16 11 19 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-09,Coventry & Warwick Riga,2,15 25 25 20 10,Loughborough Students,3,25 17 6 25 15,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-09,London Inter Orcas,3,25 25 25 - -,Reading Aces,0,12 22 15 - -,division_1,women,unknown,unknown,unknown
2013-2014,2014-03-09,Dartford Crossers,3,25 25 25 - -,Norwich Spikers,0,12 16 15 - -,division_3,men,unknown,unknown,unknown
2013-2014,2014-03-09,Black Country,3,12 25 21 28 15,Newcastle Staffs,2,25 22 25 26 10,division_1,men,unknown,unknown,unknown
2013-2014,2014-03-09,Essex Trinity,3,25 25 25 - -,Dartford Chargers,0,19 15 22 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-09,Wessex,3,25 25 25 - -,Southampton 2,0,17 11 9 - -,division_3,women,unknown,unknown,unknown
2013-2014,2014-03-09,Southampton 2,1,13 25 24 16 0,City of Bristol,3,25 20 26 25 0,division_3,women,unknown,unknown,unknown
2013-2014,2014-03-09,Wessex,3,25 19 25 25 0,City of Bristol,1,16 25 18 23 0,division_3,women,unknown,unknown,unknown
2013-2014,2014-03-15,Leeds Gorse,3,25 30 25 - -,Manchester Marvels Mystics,0,22 28 23 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-15,Leeds Gorse,3,26 25 25 - -,Manchester Marvels,0,24 17 16 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-03-15,Richmond 2,0,22 11 22 - -,Essex Rebels,3,25 25 25 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-16,City of Bristol,1,25 23 25 21 0,Black Country,3,27 25 17 25 0,division_1,men,unknown,unknown,unknown
2013-2014,2014-03-22,Black Country,0,23 15 24 - -,Leeds Gorse,3,25 25 26 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-22,Manchester Marvels Mystics,3,27 20 25 28 0,Nottingham Rockets,1,25 25 22 26 0,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-22,IBB Polonia London,3,25 27 25 - -,Southampton,0,22 25 23 - -,superleague,men,St Benedicts School,unknown,unknown
2013-2014,2014-03-22,Newcastle Staffs 2,3,25 25 25 - -,Team Sunderland,0,23 11 17 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-03-22,Manchester Marvels,0,23 18 23 - -,Nottingham Rockets,3,25 25 25 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-03-22,City of Bristol,0,17 13 14 - -,Richmond Docklands,3,25 25 25 - -,division_1,men,unknown,unknown,unknown
2013-2014,2014-03-22,Sheffield,3,24 25 25 25 0,Malory Eagles UEL,1,26 18 19 9 0,superleague,men,Sheffield - U18 Boys,unknown,unknown
2013-2014,2014-03-23,Essex Rebels,3,25 28 25 - -,Guildford International,0,14 26 13 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-23,Plymouth,3,25 25 25 - -,Richmond 2,0,18 18 13 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-23,Herts,3,17 22 26 25 15,Portsmouth,2,25 25 24 16 8,division_1,women,unknown,unknown,unknown
2013-2014,2014-03-23,Loughborough Students,3,25 20 22 25 15,Team Sunderland,2,22 25 25 17 11,division_2,men,unknown,unknown,unknown
2013-2014,2014-03-23,Newcastle Staffs,0,16 14 17 - -,London Inter Orcas,3,25 25 25 - -,division_1,women,unknown,unknown,unknown
2013-2014,2014-03-23,Coventry & Warwick Riga,3,18 21 25 25 15,Cambridge ARU,2,25 25 22 9 8,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-29,Newcastle Staffs,2,18 25 25 14 12,Reading Aces,3,25 14 18 25 15,division_1,women,unknown,unknown,unknown
2013-2014,2014-03-29,Newcastle Staffs,3,21 25 25 25 0,City of Bristol,1,25 13 18 23 0,division_1,men,unknown,unknown,unknown
2013-2014,2014-03-30,Guildford International,2,15 25 25 22 9,Richmond 2,3,25 22 16 25 15,division_2,women,unknown,unknown,unknown
2013-2014,2014-03-30,London Inter Orcas,3,25 25 25 - -,Portsmouth,0,15 15 20 - -,division_1,women,unknown,unknown,unknown
2013-2014,2014-03-30,Plymouth,2,20 22 25 25 11,Essex Trinity,3,25 25 16 12 15,division_2,women,unknown,unknown,unknown
2013-2014,2014-04-05,Bristol,3,25 25 25 - -,Reading Aces,0,18 20 21 - -,division_1,women,unknown,unknown,unknown
2013-2014,2014-04-05,Essex Blaze,3,25 25 15 25 0,Richmond Docklands,1,22 20 25 22 0,division_1,men,unknown,unknown,unknown
2013-2014,2014-04-05,Nottingham Rockets,3,25 25 25 - -,Cambridge ARU,0,18 19 14 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-04-05,Northumbria University,3,25 21 25 25 0,IBB Polonia London,1,17 25 23 19 0,superleague,men,unknown,unknown,unknown
2013-2014,2014-04-05,Leeds Gorse,0,0 0 0 - -,Coventry & Warwick Riga,3,25 25 25 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-04-06,Essex Blaze,3,25 25 25 - -,Black Country,0,23 20 18 - -,division_1,men,unknown,unknown,unknown
2013-2014,2014-04-06,Team Sunderland,1,21 17 25 18 0,Nottingham Rockets,3,25 25 20 25 0,division_2,men,unknown,unknown,unknown
2013-2014,2014-04-06,MK City,0,13 13 12 - -,Dartford Crossers,3,25 25 25 - -,division_3,men,unknown,unknown,unknown
2013-2014,2014-04-06,Northumbria University,3,21 25 25 25 0,IBB Polonia London,1,25 21 23 17 0,superleague,men,unknown,unknown,unknown
2013-2014,2014-04-12,Black Country,3,22 25 25 17 15,Nottingham Rockets,2,25 15 15 25 8,division_2,women,unknown,unknown,unknown
2013-2014,2014-04-12,Coventry & Warwick Riga,3,25 25 25 - -,Northampton,0,14 15 19 - -,division_2,women,unknown,unknown,unknown
2013-2014,2014-04-12,Newcastle Staffs 2,0,19 24 12 - -,Nottingham Rockets,3,25 26 25 - -,division_2,men,unknown,unknown,unknown
2013-2014,2014-04-13,Southampton 2,2,25 16 25 24 7,Sussex Dolphins 1,3,21 25 22 26 15,division_3,women,unknown,unknown,unknown
2013-2014,2014-04-13,Ashfield Vipers,1,21 25 19 12 0,DARKSTAR Derbyshire,3,25 23 25 25 0,division_3,women,unknown,unknown,unknown
2013-2014,2014-04-13,Herts,1,17 19 25 22 0,London Inter Orcas,3,25 25 23 25 0,division_1,women,unknown,unknown,unknown
2013-2014,2014-04-13,Plymouth,3,19 25 25 25 0,Guildford International,1,25 16 17 18 0,division_2,women,unknown,unknown,unknown
2013-2014,2014-04-26,Northumbria University,3,28 25 25 - -,Team SideOut Polonia (London),0,26 17 16 - -,superleague,women,National Volleyball Centre,unknown,unknown
2013-2014,2014-04-26,Northumbria University,2,28 18 25 19 12,Sheffield,3,26 25 23 25 15,superleague,men,National Volleyball Centre,unknown,unknown
2013-2014,2014-04-27,Northumbria University,3,28 25 25 - -,Team SideOut Polonia (London),0,26 17 16 - -,superleague,women,National Volleyball Centre,unknown,unknown
2013-2014,2014-04-27,Northumbria University,0,20 21 24 - -,Sheffield,3,25 25 26 - -,superleague,men,National Volleyball Centre,unknown,unknown
