season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2024-2025,2025-01-18,Team South Wales,3,25 25 25 - -,Bedminster,0,18 21 17 - -,division_2,women,Eastern Community Campus,Cheryl Whittles,Su Brennand
2024-2025,2025-01-18,Worthing,3,25 25 25 - -,Tendring,0,15 17 13 - -,division_3,men,Worthing High School,Alain Ayala,Alin-vasile Dinica
2024-2025,2025-01-18,Worthing,2,21 28 25 18 14,Guildford International,3,25 26 23 25 16,division_3,men,Worthing High School,Alin-vasile Dinica,Alain Ayala
2024-2025,2025-01-18,Nuneaton Inferno,2,25 25 12 26 9,Bedminster,3,22 16 25 28 15,division_3,men,George Eliot School,Rita Grimes,Bryan Machin
2024-2025,2025-01-18,Coventry and Warwick Riga 2,1,25 19 19 23 -,Bedminster,3,23 25 25 25 -,division_3,men,George Eliot School,Bryan Machin,Rita Grimes
2024-2025,2025-01-18,Nuneaton Inferno,2,31 19 25 17 14,Coventry and Warwick Riga 2,3,29 25 20 25 16,division_3,men,George Eliot School,Rita Grimes,Bryan Machin
2024-2025,2025-01-18,Richmond Docklands,0,16 23 19 - -,London Giants,3,25 25 25 - -,superleague,men,University of Westminster Sports Hall Harrow Campus,Anna Justkowska,Gabriel Dan
2024-2025,2025-01-18,Malory Eagles UEL,3,20 25 25 25 -,IBB Polonia London,1,25 18 23 13 -,superleague,men,UEL (Sports Dock),Nick Heckford,Carl Padayachee
2024-2025,2025-01-19,DARKSTAR Derbyshire,1,21 25 20 10 -,Essex Rebels,3,25 22 25 25 -,superleague,women,Derby University Sports Centre,Phil Cobb,Elia Gironacci
2024-2025,2025-01-19,IBB Polonia London,3,25 19 25 25 -,Richmond Docklands,1,19 25 14 17 -,superleague,men,Northolt High school,Patrick Koroma,Korosh Alikhani
2024-2025,2025-01-19,Manchester Moss Side Jaguars,3,25 14 25 25 -,York Falcons,1,12 25 18 21 -,division_3,women,Orme Academy,James Cole,Andy Edwards
2024-2025,2025-01-19,Newcastle Staffs 2,0,15 14 19 - -,York Falcons,3,25 25 25 - -,division_3,women,Orme Academy,Andy Edwards,James Cole
2024-2025,2025-01-19,Everton Narwhals,1,19 26 20 20 -,The Miners Doncaster,3,25 24 25 25 -,division_2,women,Litherland High School,Bryan Youlden,Boriss Bovkuns
2024-2025,2025-01-19,DARKSTAR Derbyshire,0,15 20 17 - -,Sheffield,3,25 25 25 - -,division_2,men,Derby University Sports Centre,Elia Gironacci,Phil Cobb
2024-2025,2025-01-19,Herts,3,25 14 22 25 15,Onyx London,2,22 25 25 16 13,division_2,women,Queens School,Anna Justkowska,Ruben Duarte
2024-2025,2025-01-19,Lincoln Cannons,0,22 26 11 - -,Cambridge ARU,3,25 28 25 - -,division_1,men,Riseholme College (Showground Campus),Chris Tsui,Edward Arnott
2024-2025,2025-01-19,Tamworth Spartans,1,28 18 23 23 -,London Aces,3,26 25 25 25 -,division_1,men,Wilnecote Leisure Centre,Rita Grimes,Ana Pal
2024-2025,2025-01-19,Newcastle Knights,3,25 25 25 - -,Everton Belugas,0,20 15 14 - -,division_1,women,Newcastle University Sports Centre,Evelyn Lee,David Topacho
2024-2025,2025-01-19,Southampton,2,16 25 25 14 12,London Inter Crocs,3,25 21 21 25 15,division_1,women,Crestwood School,Martin Shakespeare,Richard Burbedge
2024-2025,2025-01-19,London Giants,3,17 25 25 25 -,Coventry & Warwick Riga,1,25 17 18 22 -,division_1,women,Clapham Leisure Centre,Ian Cheesbrough,Francesca Hossain
2024-2025,2025-01-19,Rhinos Volleyball Cambridge,1,12 25 20 23 -,Coventry and Warwick Riga,3,25 18 25 25 -,division_2,men,Chesterton Sports Centre,Glynn Archibald,Herman Prada
2024-2025,2025-01-19,Dartford Chargers,0,19 20 14 - -,Cambridge,3,25 25 25 - -,division_2,women,Dartford Technology College,,Tomasz Gierlach
2024-2025,2025-01-19,Tamworth Spartans,3,25 23 12 25 19,Newcastle Staffs,2,17 25 25 19 17,division_2,women,Wilnecote Leisure Centre,Ana Pal,Rita Grimes
2024-2025,2025-01-19,Oxford Eagles,2,19 25 17 25 15,Bristol,3,25 21 25 20 17,division_2,women,Bucks New University Sports Centre,Alex Iftime,Justin Hunt
2024-2025,2025-01-19,Nottingham Rockets,3,25 25 25 - -,Black Country 2,0,12 21 18 - -,division_3,women,Harvey Hadden Sports Complex,Ben Hill,Gary Cross
2024-2025,2025-01-19,Darkstar Derbyshire 2,3,25 25 25 - -,Black Country 2,0,23 19 21 - -,division_3,women,Harvey Hadden Sports Complex,Gary Cross,Ben Hill
2024-2025,2025-01-19,Nottingham Rockets,1,19 11 28 18 -,Darkstar Derbyshire 2,3,25 25 26 25 -,division_3,women,Harvey Hadden Sports Complex,Ben Hill,Gary Cross
2024-2025,2025-01-19,Manchester Moss Side,1,25 18 25 18 -,Everton Dugongs,3,22 25 27 25 -,division_3,men,Moss Side Leisure Centre,Sarah Hanrahan,Martin Mierzwa
2024-2025,2025-01-19,Newcastle Staffs 2,1,25 20 14 20 -,Manchester Moss Side Jaguars,3,19 25 25 25 -,division_3,women,Orme Academy,Andy Edwards,James Cole
2024-2025,2025-01-19,Weymouth,2,25 25 17 14 13,Bedminster 2,3,22 22 25 25 15,division_3,women,Redlands Community Sports Hub,Richard Parkes,Neil Bentley
2024-2025,2025-01-19,Plymouth UTV (Unity Through Volleyball),0,12 10 21 - -,Bedminster 2,3,25 25 25 - -,division_3,women,Redlands Community Sports Hub,Neil Bentley,Richard Parkes
2024-2025,2025-01-19,Weymouth,2,21 25 23 25 13,Plymouth UTV (Unity Through Volleyball),3,25 23 25 20 15,division_3,women,Redlands Community Sports Hub,Richard Parkes,Neil Bentley
2024-2025,2025-01-19,Newcastle Knights,1,22 22 25 14 -,Essex Rebels,3,25 25 15 25 -,superleague,men,Newcastle University Sports Centre,David Topacho,Evelyn Lee
2024-2025,2025-01-25,Essex Estonians,2,29 17 17 25 11,Tendring,3,27 25 25 23 15,division_3,men,St John Payne School,Herman Prada,Caterina Guarino
2024-2025,2025-01-25,Guildford International,3,25 25 25 - -,London Wildcats,0,22 19 21 - -,division_3,men,The Ashcombe Volleyball Centre,Sam Yip,Gianni Sutton
2024-2025,2025-01-25,Tendring,1,21 25 18 17 -,Worthing,3,25 23 25 25 -,division_3,men,St John Payne School,Caterina Guarino,
2024-2025,2025-01-25,London Wildcats,0,24 23 20 - -,Urbond VC Portsmouth,3,26 25 25 - -,division_3,men,The Ashcombe Volleyball Centre,Gianni Sutton,Sam Yip
2024-2025,2025-01-25,Essex Estonians,3,25 25 16 21 15,Worthing,2,20 23 25 25 10,division_3,men,St John Payne School,Herman Prada,
2024-2025,2025-01-25,Dartford Crossers,3,25 25 19 23 15,Onyx London,2,23 14 25 25 10,division_3,men,Maidstone Grammar School for Girls,Tomasz Gierlach,Paula A'Bear
2024-2025,2025-01-25,Guildford International,2,25 25 23 23 11,Urbond VC Portsmouth,3,23 15 25 25 15,division_3,men,The Ashcombe Volleyball Centre,Sam Yip,Gianni Sutton
2024-2025,2025-01-25,Kent Invicta,3,16 25 25 25 -,Onyx London,1,25 19 23 20 -,division_3,men,Maidstone Grammar School for Girls,Paula A'Bear,Tomasz Gierlach
2024-2025,2025-01-25,Black Country 2,1,25 17 15 15 -,Nottingham Rockets,3,20 25 25 25 -,division_3,men,Cleobury Mortimer Sports Centre,Matthew Nelson,Ailsa Smith
2024-2025,2025-01-25,Black Country 2,0,17 23 21 - -,Leicester,3,25 25 25 - -,division_3,men,Cleobury Mortimer Sports Centre,Matthew Nelson,Daniel Howe
2024-2025,2025-01-25,Loughborough Students,3,25 25 25 - -,Tamworth Spartans,0,22 17 12 - -,division_2,women,Parkin Sports Centre,Vitalijs Kondrasovs,James Cole
2024-2025,2025-01-25,Newcastle Staffs,3,16 24 25 25 15,Sheffield,2,25 26 20 20 12,division_2,women,Sir Stanley Matthews Sports Centre,Boriss Bovkuns,Julian  Kobylarz
2024-2025,2025-01-25,Newcastle Staffs 2,0,16 11 22 - -,Sheffield,3,25 25 25 - -,division_2,men,Sir Stanley Matthews Sports Centre,Boriss Bovkuns,Bee Yusuf
2024-2025,2025-01-25,DARKSTAR Derbyshire,3,25 25 25 - -,Leeds Gorse 2,0,20 13 16 - -,division_2,men,Derby University Sports Centre,Daniel Jackson,Ben Hill
2024-2025,2025-01-25,MK City,1,25 22 25 22 -,Norwich Spikers,3,19 25 27 25 -,division_2,men,Glebe Farm School,Patrick Koroma,Aliaksandr Siarheyeu
2024-2025,2025-01-25,Southampton,1,26 15 16 20 -,Stockport,3,24 25 25 25 -,division_1,women,Woodlands Community School,Jacky Pang,Stanislaw Dunat
2024-2025,2025-01-25,Bristol,3,25 25 27 - -,London Baks,0,16 14 25 - -,division_1,men,Avanti Gardens School,Ignacio Diez,Jayne Jones
2024-2025,2025-01-25,Hull Thunder,1,22 25 9 15 -,Newcastle Staffs,3,25 17 25 25 -,division_1,men,Steve Prescott Sports Centre,Stivan Kolev,Edward Arnott
2024-2025,2025-01-25,Leicester Athena Phoenix,3,25 22 25 25 -,Everton Belugas,1,17 25 20 23 -,division_1,women,New College Leicester,Ana Pal,Chris Tsui
2024-2025,2025-01-25,Coventry and Warwick Riga,3,25 25 25 - -,Cambridge,0,22 17 2 - -,division_2,men,Alan Higgs Centre,Sebastian Struski,Bryan Machin
2024-2025,2025-01-25,Nottingham Rockets,3,25 14 25 17 15,Leicester,2,19 25 19 25 13,division_3,men,Cleobury Mortimer Sports Centre,Ailsa Smith,Vishnu Raj
2024-2025,2025-01-25,York Vikings,3,23 25 25 25 -,Sheffield 2,1,25 18 16 15 -,division_3,men,Joseph Rowntree School,Martyn Quick,Simon Cowie
2024-2025,2025-01-25,Sheffield 2,0,20 17 22 - -,Manchester Moss Side,3,25 25 25 - -,division_3,men,Joseph Rowntree School,Simon Cowie,Christiane Klein
2024-2025,2025-01-25,York Vikings,1,14 25 23 23 -,Manchester Moss Side,3,25 19 25 25 -,division_3,men,Joseph Rowntree School,Martyn Quick,Simon Cowie
2024-2025,2025-01-25,Kent Invicta,1,23 25 20 22 -,Dartford Crossers,3,25 18 25 25 -,division_3,men,Maidstone Grammar School for Girls,Paula A'Bear,Tomasz Gierlach
2024-2025,2025-01-25,Richmond Docklands,3,25 18 25 25 15,Essex Blaze,2,16 25 23 27 8,superleague,men,University of Westminster Sports Hall Harrow Campus,Peter Parsons,Gabriel Dan
2024-2025,2025-01-25,Essex Rebels,3,27 28 25 - -,Durham Palatinates,0,25 26 22 - -,superleague,men,Essex Sport Arena,Richard Burbedge,Sebastian Widlarz
2024-2025,2025-01-25,Stockport,3,25 16 27 26 -,IBB Polonia London,1,23 25 25 24 -,superleague,men,Life Leisure Brinnington Park,Paul Fagan,Sarah Hanrahan
2024-2025,2025-01-25,University of Nottingham,3,25 11 17 25 15,Malory Eagles UEL,2,20 25 25 18 10,superleague,men,Jubilee Campus Sports Centre,Stephen Smith,Pete Whyard
2024-2025,2025-01-25,Lionhearts Vinarius,3,25 25 24 16 15,Leeds Gorse,2,14 14 26 25 13,superleague,women,Mulberry Shoreditch Academy,Francesca Hossain,Nicolas Vecchione
2024-2025,2025-01-25,University of Nottingham Volleyball,0,13 14 20 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,women,Jubilee Campus Sports Centre,Pete Whyard,Stephen Smith
2024-2025,2025-01-25,DARKSTAR Derbyshire,3,26 25 18 23 15,Cambridge ARU,2,24 23 25 25 12,superleague,women,Derby University Sports Centre,Ben Hill,Daniel Jackson
2024-2025,2025-01-25,Wessex,0,17 21 11 - -,Team SideOut Polonia (London),3,25 25 25 - -,superleague,women,Parkstone Grammar School,Ludwik Kowalewski,Francesca Bentley
2024-2025,2025-01-25,Essex Rebels,3,25 23 25 25 -,Durham Palatinates,1,19 25 20 22 -,superleague,women,Essex Sport Arena,Sebastian Widlarz,Richard Burbedge
2024-2025,2025-01-26,DARKSTAR Derbyshire,0,14 17 21 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,women,Derby University Sports Centre,Roberto Rigante,Chris Tsui
2024-2025,2025-01-26,Essex Blaze,1,25 20 18 20 -,London Giants,3,20 25 25 25 -,superleague,men,St John Payne School,Richard Burbedge,Stephen Smith
2024-2025,2025-01-26,Essex Rebels,3,25 25 22 25 -,Newcastle Knights,1,20 20 25 15 -,superleague,men,Essex Sport Arena,Glynn Archibald,Claudiu Florea
2024-2025,2025-01-26,Bedminster 2,0,18 19 22 - -,Bristol 2,3,25 25 25 - -,division_3,women,Oasis Academy Brislington,Ignacio Diez,Timothy Hebborn
2024-2025,2025-01-26,Plymouth UTV (Unity Through Volleyball),0,20 7 17 - -,Portsmouth,3,25 25 25 - -,division_3,women,Coombe Dean School,Christopher Semmens,Connor Bromley
2024-2025,2025-01-26,City of Bristol,3,22 25 19 25 15,Weymouth,2,25 19 25 20 12,division_3,women,Bristol Brunel Academy,Jacky Pang,Sam Yip
2024-2025,2025-01-26,Bristol 2,0,14 11 13 - -,Reading Aces,3,25 25 25 - -,division_3,women,Oasis Academy Brislington,Timothy Hebborn,Ignacio Diez
2024-2025,2025-01-26,Bedminster 2,0,13 6 23 - -,Reading Aces,3,25 25 25 - -,division_3,women,Oasis Academy Brislington,Ignacio Diez,Timothy Hebborn
2024-2025,2025-01-26,Plymouth UTV (Unity Through Volleyball),0,17 13 11 - -,Southampton 2,3,25 25 25 - -,division_3,women,Coombe Dean School,Christopher Semmens,Connor Bromley
2024-2025,2025-01-26,City of Bristol,3,25 26 25 - -,Plymouth,0,12 24 20 - -,division_3,women,Bristol Brunel Academy,Jacky Pang,Sam Yip
2024-2025,2025-01-26,Bristol 2,3,25 18 25 19 15,City of Bristol,2,23 25 18 25 5,division_3,men,Avanti Gardens School,Richard Parkes,Giulia Bellan
2024-2025,2025-01-26,City of Bristol,1,25 25 22 23 -,Southampton 2,3,23 27 25 25 -,division_3,men,Avanti Gardens School,Giulia Bellan,Richard Parkes
2024-2025,2025-01-26,Bristol 2,3,27 25 26 - -,Southampton 2,0,25 19 24 - -,division_3,men,Avanti Gardens School,Richard Parkes,Giulia Bellan
2024-2025,2025-01-26,Dartford Warriors,3,25 19 29 25 15,Essex Ravens,2,23 25 31 22 13,division_3,women,Dartford Technology College,Tim Bown,Tomasz Gierlach
2024-2025,2025-01-26,Essex Ravens,3,26 25 25 25 -,Richmond 3,1,24 27 16 19 -,division_3,women,Dartford Technology College,Tomasz Gierlach,Tim Bown
2024-2025,2025-01-26,Ashcombe Dorking,0,19 20 25 - -,Tendring,3,25 25 27 - -,division_3,women,The Ashcombe Volleyball Centre,Gianni Sutton,Eleni Blana
2024-2025,2025-01-26,Ashcombe Dorking,2,25 18 25 22 9,Spelthorne Sharks,3,14 25 23 25 15,division_3,women,The Ashcombe Volleyball Centre,Eleni Blana,Gianni Sutton
2024-2025,2025-01-26,Spelthorne Sharks,3,28 25 25 10 15,Tendring,2,26 18 27 25 4,division_3,women,The Ashcombe Volleyball Centre,Gianni Sutton,Eleni Blana
2024-2025,2025-01-26,Dartford Warriors,3,7 25 25 25 -,Richmond 3,1,25 10 18 15 -,division_3,women,Dartford Technology College,Tim Bown,Tomasz Gierlach
2024-2025,2025-01-26,Leeds Gorse 2,3,17 25 25 25 -,Manchester Marvels Mystics,1,25 19 9 22 -,division_3,women,Ruth Gorse Academy,Lusyne Oracz,Allan Shigaev
2024-2025,2025-01-26,Chester Amazons,1,26 19 17 17 -,Manchester Moss Side Jaguars,3,24 25 25 25 -,division_3,women,Ellesmere Port Church of England Academy,Alexia Borcoman,Lenny Barry
2024-2025,2025-01-26,Manchester Marvels Mystics,3,23 18 25 25 15,Newcastle Staffs 2,2,25 25 16 13 12,division_3,women,Ruth Gorse Academy,Allan Shigaev,Lusyne Oracz
2024-2025,2025-01-26,Leeds Gorse 2,3,25 27 25 25 -,Newcastle Staffs 2,1,15 29 6 15 -,division_3,women,Ruth Gorse Academy,Lusyne Oracz,Allan Shigaev
2024-2025,2025-01-26,Chester Amazons,1,25 18 19 16 -,Leeds Gorse 3,3,20 25 25 25 -,division_3,women,Ellesmere Port Church of England Academy,Alexia Borcoman,Lenny Barry
2024-2025,2025-01-26,Intervolley Manchester,3,25 25 23 25 -,Urmston Grammar,1,11 22 25 21 -,division_3,men,Urmston Grammar School,Paul Fagan,Kirat Thorat
2024-2025,2025-01-26,Intervolley Manchester,3,25 25 25 - -,Manchester Marvels Marauders,0,15 14 16 - -,division_3,men,Urmston Grammar School,Kirat Thorat,Paul Fagan
2024-2025,2025-01-26,Everton Dugongs,3,25 25 25 25 -,Liverpool,1,23 21 27 22 -,division_3,men,Litherland High School,Rhys Kai Sweeney,Boriss Bovkuns
2024-2025,2025-01-26,Liverpool,0,24 18 17 - -,Sheffield Springers,3,26 25 25 - -,division_3,men,Litherland High School,Rhys Kai Sweeney,Rhys Kai Sweeney
2024-2025,2025-01-26,Everton Dugongs,3,27 27 25 - -,Sheffield Springers,0,25 25 20 - -,division_3,men,Litherland High School,Rhys Kai Sweeney,
2024-2025,2025-01-26,Tamworth Spartans 2,1,16 25 23 19 -,Wombourne,3,25 14 25 25 -,division_3,men,Wilnecote Leisure Centre,Ian Wall,Rose Sterling
2024-2025,2025-01-26,Darkstar Derbyshire 2,0,20 12 20 - -,Lincoln Cannons,3,25 25 25 - -,division_3,women,Dudley Evolve,,
2024-2025,2025-01-26,Cheltenham & Gloucester,0,9 14 26 - -,Oxford Eagles,3,25 25 28 - -,division_2,women,Bournside School,Su Brennand,Janet Leach
2024-2025,2025-01-26,Black Country,3,25 25 25 - -,Cardiff Falcons,0,21 14 20 - -,division_2,women,Cleobury Mortimer Sports Centre,Ben Hill,Bee Yusuf
2024-2025,2025-01-26,The Miners Doncaster,3,25 25 25 - -,Urmston Grammar Volleyball,0,10 21 22 - -,division_2,women,Campsmount Academy,Diane Hollows,Michal Garncarz
2024-2025,2025-01-26,Manchester Marvels,3,25 25 25 - -,Wigan Seahawks,0,22 22 22 - -,division_2,men,Fairfield High School,Bryan Youlden,Paschalia Paschali
2024-2025,2025-01-26,Essex Trinity,1,25 23 15 18 -,London Giants,3,22 25 25 25 -,division_1,women,St John Payne School,Stephen Smith,Richard Burbedge
2024-2025,2025-01-26,London Inter Crocs,3,25 25 20 17 15,Richmond,2,20 20 25 25 8,division_1,women,Haverstock School,Gabriel Dan,Herman Prada
2024-2025,2025-01-26,Black Country,3,19 25 27 19 28,Cambridge ARU,2,25 18 25 25 26,division_1,men,Cleobury Mortimer Sports Centre,Ben Hill,Bee Yusuf
2024-2025,2025-01-26,Exeter Storm,3,25 25 20 25 -,London Baks,1,23 20 25 20 -,division_1,men,Riverside Leisure Centre,Daniel Sarnik,Mel Melville-brown
2024-2025,2025-01-26,Tamworth Spartans,1,25 13 12 20 -,Leeds Gorse,3,20 25 25 25 -,division_1,men,Rawlett Community Sports College,Rita Grimes,Bryan Machin
2024-2025,2025-01-26,Northampton,1,23 29 21 26 -,Newmarket,3,25 27 25 28 -,division_2,men,Moulton College,Aliaksandr Siarheyeu,Alex Iftime
2024-2025,2025-01-26,Onyx London,3,25 25 26 - -,MK City,0,18 16 24 - -,division_2,women,Kensington Aldridge Academy,Korosh Alikhani,Nicolas Vecchione
2024-2025,2025-01-26,Northampton,3,25 25 21 26 -,Dartford Chargers,1,22 19 25 24 -,division_2,women,Moulton College,Alex Iftime,Aliaksandr Siarheyeu
2024-2025,2025-01-26,Richmond 2,3,19 25 25 25 -,Herts,1,25 21 18 18 -,division_2,women,Kingston College Arena,Giorgio Scatigna-Gianfagna,Cherie Cheung
2024-2025,2025-01-26,Kings of Court,3,25 25 25 - -,Harrogate,0,17 17 13 - -,division_2,men,Vivacity Werrington Leisure Centre,Vitalijs Kondrasovs,Igors Maksimovs
2024-2025,2025-01-26,Wessex,3,25 25 25 - -,Cardiff Panthers,0,21 18 22 - -,division_2,men,Parkstone Grammar School,Nick Heckford,Neil Bentley
2024-2025,2025-01-26,Southampton,3,25 25 25 - -,Hounslow,0,23 23 23 - -,division_2,men,Itchen College Sports Centre,Alexandru Calin,Ludwik Kowalewski
2024-2025,2025-01-26,Rhinos Volleyball Cambridge,3,25 25 25 - -,Black Country 2,0,18 17 17 - -,division_3,women,North Cambridge Academy,Ksenija  Belada,Jean-nicolas Jacquet
2024-2025,2025-01-26,Nottingham Rockets,3,25 25 29 25 -,Ashfield Vipers,1,10 13 31 14 -,division_3,women,Harvey Hadden Sports Complex,Gary Cross,James Cole
2024-2025,2025-01-26,Coventry & Warwick Riga 2,3,23 25 27 17 15,Black Country 2,2,25 17 25 25 7,division_3,women,North Cambridge Academy,Ksenija  Belada,Jean-nicolas Jacquet
2024-2025,2025-01-26,Wombourne,3,25 25 17 25 -,Lincoln Cannons,1,21 22 25 14 -,division_3,women,Dudley Evolve,,
2024-2025,2025-01-26,Leicester Athena Nova,3,25 25 15 25 -,Ashfield Vipers,1,21 17 25 20 -,division_3,women,Harvey Hadden Sports Complex,James Cole,Gary Cross
2024-2025,2025-01-26,Rhinos Volleyball Cambridge,3,25 25 25 - -,Coventry & Warwick Riga 2,0,23 16 16 - -,division_3,women,North Cambridge Academy,Ksenija  Belada,Bernardino Ossola
2024-2025,2025-01-26,Nottingham Rockets,0,19 18 22 - -,Leicester Athena Nova,3,25 25 25 - -,division_3,women,Harvey Hadden Sports Complex,Gary Cross,James Cole
2024-2025,2025-01-26,Wombourne,3,25 25 24 25 -,Darkstar Derbyshire 2,1,15 19 26 23 -,division_3,women,Dudley Evolve,,
2024-2025,2025-01-26,Tamworth Spartans 2,0,14 17 17 - -,Chester,3,25 25 25 - -,division_3,men,Wilnecote Leisure Centre,Kara  Griffiths,Rose Sterling
2024-2025,2025-01-26,Wombourne,1,17 25 17 20 -,Chester,3,25 20 25 25 -,division_3,men,Wilnecote Leisure Centre,Rose Sterling,Ian Wall
2024-2025,2025-01-26,Urmston Grammar,3,25 25 12 25 -,Manchester Marvels Marauders,1,12 20 25 10 -,division_3,men,Urmston Grammar School,Paul Fagan,Kirat Thorat
2024-2025,2025-01-26,Manchester Moss Side Jaguars,3,25 25 19 25 -,Leeds Gorse 3,1,12 13 25 16 -,division_3,women,Ellesmere Port Church of England Academy,Lenny Barry,Alexia Borcoman
2024-2025,2025-01-26,Worthing,3,25 25 25 - -,Invicta,0,16 19 12 - -,division_3,women,Worthing High School,Alain Ayala,Daniel Daly
2024-2025,2025-01-26,Sussex Dolphins,3,25 25 25 - -,Invicta,0,19 14 17 - -,division_3,women,Worthing High School,Daniel Daly,Alain Ayala
2024-2025,2025-01-26,Worthing,0,29 19 16 - -,Sussex Dolphins,3,31 25 25 - -,division_3,women,Worthing High School,Alain Ayala,Daniel Daly
2024-2025,2025-01-26,Weymouth,3,25 20 23 25 15,Plymouth,2,20 25 25 17 11,division_3,women,Bristol Brunel Academy,Sam Yip,Jacky Pang
2024-2025,2025-01-26,Southampton 2,3,21 25 25 19 15,Portsmouth,2,25 22 11 25 9,division_3,women,Coombe Dean School,Connor Bromley,Christopher Semmens
2024-2025,2025-01-26,Team SideOut Polonia (London),3,25 25 22 25 -,Leeds Gorse,1,8 16 25 18 -,superleague,women,UEL (Sports Dock),Giordano Marchi,Patrick Koroma
2024-2025,2025-01-26,Lionhearts Vinarius,3,19 25 25 25 -,Durham Palatinates,1,25 23 20 21 -,superleague,women,Mulberry Shoreditch Academy,Carl Padayachee,Man Chung Ng
2024-2025,2025-01-29,Durham Palatinates,2,25 23 25 16 12,Newcastle Knights,3,14 25 20 25 15,superleague,men,Graham Sports Centre,David Topacho,Joshua Tang
2024-2025,2025-02-01,Leeds Gorse,2,20 25 25 15 13,Malory Eagles UEL,3,25 22 20 25 15,superleague,women,Ruth Gorse Academy,Simon Cowie,Michal Garncarz
2024-2025,2025-02-01,Durham Palatinates,0,24 25 17 - -,Essex Blaze,3,26 27 25 - -,superleague,men,Graham Sports Centre,Diane Hollows,Stivan Kolev
2024-2025,2025-02-01,Leeds Gorse 3,3,25 25 25 25 -,York Falcons,1,23 27 19 19 -,division_3,women,Ruth Gorse Academy,Allan Shigaev,Lusyne Oracz
2024-2025,2025-02-01,DARKSTAR Derbyshire,2,23 25 25 19 8,Manchester Marvels,3,25 20 22 25 15,division_2,men,Derby University Sports Centre,David Gardner,Daniel Jackson
2024-2025,2025-02-01,Harrogate,0,17 22 15 - -,Wigan Seahawks,3,25 25 25 - -,division_2,men,Rossett Sports Centre,David Lamb,
2024-2025,2025-02-01,Cambridge,3,25 25 18 25 -,Northampton,1,18 23 25 14 -,division_2,women,North Cambridge Academy,Mark Marritt,Natalie O'hare
2024-2025,2025-02-01,MK City,3,21 25 25 24 15,Norwich Spikers,2,25 19 19 26 12,division_2,women,Glebe Farm School,,
2024-2025,2025-02-01,Cambridge,1,16 19 25 15 -,Loughborough Students,3,25 25 23 25 -,division_2,men,North Cambridge Academy,,
2024-2025,2025-02-01,London Giants,3,25 25 25 - -,London Inter Crocs,0,13 17 18 - -,division_1,women,Brixton Recreation Centre,Martin Shakespeare,Giorgio Scatigna-Gianfagna
2024-2025,2025-02-01,Newcastle Knights,3,25 25 25 - -,Richmond,0,0 0 0 - -,division_1,women,Newcastle University Sports Centre,David Topacho,Evelyn Lee
2024-2025,2025-02-01,Cambridge ARU,3,25 21 21 25 15,Hull Thunder,2,16 25 25 12 11,division_1,men,North Cambridge Academy,Mark Marritt,Natalie O'hare
2024-2025,2025-02-01,London Baks,0,21 19 17 - -,Newcastle Staffs,3,25 25 25 - -,division_1,men,Castle Green Sport Centre,Ryszard Dabrowski,Huaxi Liu
2024-2025,2025-02-01,Leeds Gorse,3,32 25 12 23 15,Bristol,2,30 21 25 25 9,division_1,men,The Ruth Gorse Academy,Michal Garncarz,Simon Cowie
2024-2025,2025-02-01,London Aces,1,25 28 23 23 -,Exeter Storm,3,27 26 25 25 -,division_1,men,Lambeth Academy,Anna Justkowska,Ruben Duarte
2024-2025,2025-02-01,Stockport,3,25 25 25 - -,Coventry & Warwick Riga,0,10 13 23 - -,division_1,women,Life Leisure Brinnington Park,Bryan Youlden,Ruth Bridge
2024-2025,2025-02-01,Sheffield,3,25 25 25 - -,Newcastle Staffs 2,0,13 17 16 - -,division_2,men,Sir Stanley Matthews Sports Centre,Roberto Rigante,Phil Cobb
2024-2025,2025-02-01,Sheffield,3,25 25 25 - -,Newcastle Staffs,0,22 20 23 - -,division_2,women,Sir Stanley Matthews Sports Centre,Phil Cobb,Roberto Rigante
2024-2025,2025-02-01,Spelthorne Lions,3,25 23 29 27 15,Cardiff Panthers,2,22 25 27 29 10,division_2,men,St. James School,Fiona Cotterill,Tomasz Gierlach
2024-2025,2025-02-01,Team South Wales,3,25 16 25 16 15,Bristol,2,21 25 18 25 11,division_2,women,Eastern Community Campus,Ignacio Diez,Jayne Jones
2024-2025,2025-02-01,University of Nottingham,3,20 25 25 25 -,IBB Polonia London,1,25 20 16 18 -,superleague,men,David Ross Sports Village,Chris Tsui,John Boughton
2024-2025,2025-02-01,Newcastle Knights,0,21 16 18 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,men,Newcastle University Sports Centre,David Topacho,Evelyn Lee
2024-2025,2025-02-01,London Giants,1,23 20 29 16 -,Essex Rebels,3,25 25 27 25 -,superleague,men,Brixton Recreation Centre,Giorgio Scatigna-Gianfagna,Martin Shakespeare
2024-2025,2025-02-01,Wessex,0,18 21 16 - -,DARKSTAR Derbyshire,3,25 25 25 - -,superleague,women,Parkstone Grammar School,Ludwik Kowalewski,Francesca Bentley
2024-2025,2025-02-01,University of Nottingham Volleyball,0,8 19 22 - -,Team SideOut Polonia (London),3,25 25 25 - -,superleague,women,David Ross Sports Village,John Boughton,Chris Tsui
