Date,Time,ID,Home,HSets,HPoints,Away,ASets,APoints,Division,Category,Venue,R1,R2,
2025-03-29,12:30,M2S 42,Southampton,0,- - - - -,Wiltshire Mavericks,0,- - - - -,Division 2 South Men,men,Itchen College Sports Centre,,
2025-03-29,13:30,M2S 21,Cardiff Panthers,0,- - - - -,Richmond Bucks,0,- - - - -,Division 2 South Men,men,Fitzalan Highschool,,
2025-03-29,13:30,M2S 13,Spelthorne Lions,0,- - - - -,Wessex,0,- - - - -,Division 2 South Men,men,St. James School,,
2025-02-22,10:30,M2N 12,Sheffield,0,- - - - -,Kings of Court,0,- - - - -,Division 2 North Men,men,All Saints Sports Centre,Diane Hollows,Aileen Barry
2025-02-22,12:00,M2N 38,Leeds Gorse 2,0,- - - - -,Wigan Seahawks,0,- - - - -,Division 2 North Men,men,Ruth Gorse Academy,Aaron Chow,Ayris Saner
2025-02-22,14:30,M2N 36,Harrogate,0,- - - - -,DARKSTAR Derbyshire,0,- - - - -,Division 2 North Men,men,Rossett Sports Centre,Simon Cowie,David Lamb
2025-02-23,13:30,M2N 34,Kings of Court,0,- - - - -,Newcastle Staffs 2,0,- - - - -,Division 2 North Men,men,Vivacity Werrington Leisure Centre,Francesca Hossain,
2025-02-23,16:45,M2N 39,Leeds Gorse 2,0,- - - - -,Manchester Marvels,0,- - - - -,Division 2 North Men,men,The Ruth Gorse Academy,Aileen Barry,
2025-03-01,12:15,M2N 43,DARKSTAR Derbyshire,0,- - - - -,Wigan Seahawks,0,- - - - -,Division 2 North Men,men,Derby University Sports Centre,Phil Cobb,Chris Tsui
2025-03-01,14:30,M2N 42,Leeds Gorse 2,0,- - - - -,Newcastle Staffs 2,0,- - - - -,Division 2 North Men,men,Ruth Gorse Academy,Lusyne Oracz,Simon Cowie
2025-03-02,12:00,M2N 45,Kings of Court,0,- - - - -,Wigan Seahawks,0,- - - - -,Division 2 North Men,men,Vivacity Werrington Leisure Centre,,Aliaksandr Siarheyeu
2025-03-02,12:00,M2N 44,Sheffield,0,- - - - -,Manchester Marvels,0,- - - - -,Division 2 North Men,men,All Saints Sports Centre,Erfan Jamali,Clark Antcliff
2025-03-02,14:30,M2N 46,Leeds Gorse 2,0,- - - - -,Harrogate,0,- - - - -,Division 2 North Men,men,Ruth Gorse Academy,Lusyne Oracz,Simon Cowie
2025-03-08,12:00,M2N 25,Wigan Seahawks,0,- - - - -,Leeds Gorse 2,0,- - - - -,Division 2 North Men,men,St Edmund Arrowsmith Catholic High School,,Bryan Youlden
