Date,Time,ID,Home,HSets,HPoints,Away,ASets,APoints,Division,Category,Venue,R1,R2
2016-10-16,00:00,,London Inter Orcas,3,21 25 25 20 15,Team SideOut Polonia (London),2,25 22 23 25 7,superleague,women,TBC,,
2016-10-16,00:00,,Northumbria University,3,25 25 25 - -,Durham Palatinates,0,17 9 21 - -,cup,men,Sports Central,,
2016-10-16,00:00,,Sheffield 2,3,18 25 26 25 0,Richmond Docklands,1,25 23 24 23 0,cup,men,Sheffield - U18 Boys,,
2016-10-16,00:00,,University of Bristol,0,22 15 24 - -,Bristol,3,25 25 26 - -,division_3,men,Wellsway School,,
2016-10-16,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,Tamworth Spartans,0,17 16 19 - -,cup,women,TBC,,
2016-10-22,00:00,,Ashcombe Dorking,0,20 21 18 - -,Cambridge ARU,3,25 25 25 - -,division_2,women,The Ashcombe Volleyball Centre,,
2016-10-22,00:00,,Durham Palatinates,3,25 25 25 - -,Team SideOut Polonia (London),0,23 20 20 - -,superleague,women,Durham University Sport (Queens Campus),,
2016-10-22,00:00,,Durham Palatinates,3,26 25 25 - -,DARKSTAR Derbyshire,0,24 16 16 - -,division_2,men,Durham University Sport (Queens Campus),,
2016-10-22,00:00,,Northumbria University,3,22 25 25 25 0,Essex Rebels,1,25 20 15 18 0,superleague,women,Sports Central,,
2016-10-22,00:00,,Richmond Docklands,3,25 25 25 - -,Southampton,0,12 23 21 - -,superleague,men,Sobell Leisure Centre,,
2016-10-22,00:00,,Sheffield 2,3,25 25 25 25 0,Team Sunderland,1,11 22 27 19 0,division_2,men,Sheffield - U18 Boys,,
2016-10-23,00:00,,Essex Blaze,3,25 25 25 - -,Black Country,0,21 14 20 - -,division_1,men,St John Payne School,,
2016-10-23,00:00,,Herts,0,18 16 19 - -,Bristol,3,25 25 25 - -,division_1,women,Queens School,,
2016-10-23,00:00,,Intervolley Manchester,3,25 25 25 - -,Newcastle Staffs 2,0,18 20 14 - -,division_2,men,The Y Club,,
2016-10-23,00:00,,Leeds Gorse,3,25 25 25 - -,Ashfield Vipers,0,10 13 11 - -,division_3,women,The Ruth Gorse Academy,,
2016-10-23,00:00,,Leeds Gorse,3,25 25 25 - -,Manchester Marvels Mayhem,0,10 16 13 - -,division_3,women,The Ruth Gorse Academy,,
2016-10-23,00:00,,Lincoln Cannons,3,25 20 25 27 0,Loughborough Students,1,15 25 20 25 0,division_3,women,The Priory Pembroke Academy,,
2016-10-23,00:00,,Manchester Marvels Mayhem,3,25 32 25 - -,Ashfield Vipers,0,18 30 13 - -,division_3,women,The Ruth Gorse Academy,,
2016-10-23,00:00,,Manchester Marvels Mystics,3,25 25 25 - -,Norwich Spikers,0,0 0 0 - -,division_2,women,Dean Trust Ardwick,,
2016-10-23,00:00,,Northumbria University,3,23 25 25 25 0,IBB Polonia London,1,25 13 18 23 0,superleague,men,Sports Central,,
2016-10-23,00:00,,Northumbria University,3,25 25 25 - -,Team SideOut Polonia (London),0,18 20 18 - -,superleague,women,Sports Central,,
2016-10-23,00:00,,Plymouth,0,13 23 19 - -,Bristol 2,3,25 25 25 - -,division_2,women,Coombe Dean School,,
2016-10-23,00:00,,Southampton,1,27 21 25 22 0,Plymouth Mayflower VC,3,29 25 23 25 0,division_3,women,Crestwood College,,
2016-10-23,00:00,,University of Bristol,0,17 16 17 - -,Cardiff Falcons,3,25 25 25 - -,division_3,women,Wellsway School,,
2016-10-23,00:00,,University of Bristol,3,25 25 25 - -,Wessex,0,17 15 17 - -,division_3,women,Wellsway School,,
2016-10-23,00:00,,Wessex,0,10 6 14 - -,Cardiff Falcons,3,25 25 25 - -,division_3,women,Wellsway School,,
2016-10-29,00:00,,Black Country,0,26 17 16 - -,Sheffield,3,28 25 25 - -,cup,men,Cleobury Mortimer Sports Centre,,
2016-10-29,00:00,,Newcastle Staffs,0,23 23 21 - -,Leeds Gorse,3,25 25 25 - -,division_1,men,Keele University Sports Centre,,
2016-10-30,00:00,,Essex Estonians,0,16 16 20 - -,London Aces,3,25 25 25 - -,division_2,men,St John Payne School,,
2016-10-30,00:00,,Lincoln Cannons,3,25 25 25 - -,Black Country,0,0 0 0 - -,cup,women,The Priory Pembroke Academy,,
2016-10-30,00:00,,York Falcons,3,25 25 25 - -,Manchester Marvels Magic,0,12 7 18 - -,division_3,women,Irlam & Cadishead Leisure Centre,,
2016-11-05,00:00,,Cambridge ARU,1,25 21 20 25 0,Newmarket,3,12 25 25 27 0,division_3,men,North Cambridge Academy,,
2016-11-05,00:00,,Essex Rebels,0,11 19 22 - -,London Aces,3,25 25 25 - -,division_2,men,University of Essex Sports Centre,,
2016-11-05,00:00,,IBB Polonia London,3,25 25 25 - -,Southampton,0,21 22 16 - -,superleague,men,Brentford Fountain Leisure Centre,,
2016-11-05,00:00,,Malory Eagles UEL,3,25 15 25 26 0,University of Nottingham,1,21 25 18 24 0,cup,men,Ernest Bevin College,,
2016-11-05,00:00,,Newcastle Staffs 2,0,16 18 19 - -,Sheffield 2,3,25 25 25 - -,division_2,men,Keele University Sports Centre,,
2016-11-05,00:00,,Northumbria University,3,25 25 25 - -,Sheffield,0,18 22 16 - -,superleague,men,Sports Central,,
2016-11-05,00:00,,Norwich Spikers,1,17 27 17 11 0,Coventry & Warwick Riga,3,25 25 25 25 0,division_2,women,Easton & Otley College,,
2016-11-05,00:00,,Nottingham Rockets,2,17 25 25 18 11,Coventry and Warwick Riga,3,25 23 19 25 15,division_2,men,Southglade Leisure Centre,,
2016-11-05,00:00,,Sussex Dolphins,1,25 15 19 25 0,Richmond 2,3,17 25 25 27 0,division_3,women,Lancing Leisure Centre,,
2016-11-05,00:00,,Team South Wales,0,19 12 21 - -,Team SideOut Polonia (London),3,25 25 25 - -,superleague,women,USW Sport Park,,
2016-11-05,00:00,,Team Sunderland,3,25 25 25 - -,Manchester Marvels Mystics,0,10 14 14 - -,division_2,women,Sunderland University (Cityspace),,
2016-11-05,00:00,,University of Bristol,2,8 17 25 25 10,Southampton,3,25 25 23 20 15,division_3,women,USW Sport Park,,
2016-11-06,00:00,,Ashfield Vipers,1,16 19 25 16 0,Chester Amazons,3,25 25 17 25 0,division_3,women,Southglade Leisure Centre,,
2016-11-06,00:00,,City of Bristol,0,22 27 15 - -,Southampton 2,3,25 29 25 - -,division_3,women,Oasis Academy Brislington,,
2016-11-06,00:00,,City of Bristol,3,25 25 29 25 0,Plymouth Mayflower VC,1,19 19 31 17 0,division_3,women,Oasis Academy Brislington,,
2016-11-06,00:00,,Hull Thunder,0,21 24 18 - -,University of Nottingham,3,25 26 25 - -,division_3,men,Hull Holy Trinity House Academy,,
2016-11-06,00:00,,Hull Thunder,3,25 25 26 - -,The Miners Doncaster,0,16 17 24 - -,division_3,men,Hull Holy Trinity House Academy,,
2016-11-06,00:00,,London Baks,3,21 25 25 26 19,Dartford Crossers,2,25 12 22 28 17,division_3,men,Christ's School,,
2016-11-06,00:00,,Manchester Marvels Mayhem,3,25 25 25 - -,Manchester Marvels Magic,0,16 12 17 - -,division_3,women,Levenshulme High School,,
2016-11-06,00:00,,Northumbria University,3,19 23 25 25 15,Durham Palatinates,2,25 25 18 22 10,superleague,women,Sports Central,,
2016-11-06,00:00,,Northumbria University,3,20 25 25 25 0,Malory Eagles UEL,1,25 17 23 15 0,superleague,men,Sports Central,,
2016-11-06,00:00,,Norwich Spikers,3,25 25 25 25 0,Lincoln Cannons,1,17 18 27 19 0,division_3,men,Easton & Otley College,,
2016-11-06,00:00,,Nottingham Rockets,3,25 25 25 - -,Ashfield Vipers,0,15 13 15 - -,division_3,women,Southglade Leisure Centre,,
2016-11-06,00:00,,Nottingham Rockets,3,25 25 25 - -,Chester Amazons,0,17 13 21 - -,division_3,women,Southglade Leisure Centre,,
2016-11-06,00:00,,Reading Aces,3,25 23 25 26 0,Ashcombe Dorking,1,20 25 22 24 0,division_2,women,Kendrick School,,
2016-11-06,00:00,,Richmond Bucks,3,21 25 25 25 0,London Baks,1,25 22 17 16 0,division_3,men,Christ's School,,
2016-11-06,00:00,,Richmond Bucks,3,25 25 25 - -,Dartford Crossers,0,18 15 13 - -,division_3,men,Christ's School,,
2016-11-06,00:00,,South Hants,0,12 23 13 - -,Bristol,3,25 25 25 - -,division_3,men,Purbrook Park School,,
2016-11-06,00:00,,Southampton 2,3,25 25 25 - -,Plymouth Mayflower VC,0,10 10 17 - -,division_3,women,Oasis Academy Brislington,,
2016-11-06,00:00,,The Miners Doncaster,0,24 14 19 - -,University of Nottingham,3,26 25 25 - -,division_3,men,Hull Holy Trinity House Academy,,
2016-11-06,00:00,,York Vikings,3,25 22 25 21 15,Manchester Marvels Marauders,2,21 25 20 25 12,division_3,men,Vision West Nottinghamshire College,,
2016-11-12,00:00,,Malory Eagles UEL,3,25 25 26 - -,Essex Trinity,0,20 11 24 - -,division_1,women,Ernest Bevin College,,
2016-11-12,00:00,,Newcastle Staffs,0,18 11 24 - -,Sheffield,3,25 25 26 - -,cup,men,Keele University Sports Centre,,
2016-11-12,00:00,,Northumbria University,3,25 25 25 - -,Leeds Gorse,0,14 14 17 - -,cup,men,Sports Central,,
2016-11-12,00:00,,Northumbria University,3,25 25 25 - -,York Falcons,0,11 11 10 - -,cup,women,Sports Central,,
2016-11-12,00:00,,Team Sunderland,0,12 13 21 - -,Sheffield 2,3,25 25 25 - -,cup,men,Sunderland University (Cityspace),,
2016-11-13,00:00,,Essex Trinity,1,17 14 25 14 0,Bristol,3,25 25 22 25 0,division_1,women,St John Payne School,,
2016-11-13,00:00,,Lincoln Cannons,0,13 7 10 - -,Essex Rebels,3,25 25 25 - -,cup,women,The Priory Pembroke Academy,,
2016-11-13,00:00,,London Inter Orcas,3,25 25 25 - -,Sussex Dolphins 1,0,19 19 19 - -,cup,women,Island Sports Trust,,
2016-11-13,00:00,,Malory Eagles UEL,3,25 25 25 - -,Dartford Chargers,0,18 11 20 - -,cup,women,Ernest Bevin College,,
2016-11-13,00:00,,Nottingham Rockets,3,27 11 25 22 15,Newcastle Staffs,2,25 25 16 25 6,cup,women,TBC,,
2016-11-13,00:00,,Team SideOut Polonia (London),3,25 25 25 - -,Southampton 2,0,13 16 12 - -,cup,women,St Benedicts School,,
2016-11-13,00:00,,Team Sunderland,3,25 25 25 - -,Manchester Marvels Mayhem,0,13 13 9 - -,cup,women,Sunderland University (Cityspace),,
2016-11-19,00:00,,Coventry & Warwick Riga,3,25 25 18 25 0,Manchester Marvels Mystics,1,21 14 25 17 0,division_2,women,Alan Higgs Centre,,
2016-11-19,00:00,,Essex Rebels,3,23 21 25 25 15,London Inter Orcas,2,25 25 17 12 7,superleague,women,TBC,,
2016-11-19,00:00,,Manchester Marvels Magic,0,9 7 12 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Levenshulme High School,,
2016-11-19,00:00,,Newcastle Staffs 2,0,18 20 29 - -,Team Sunderland,3,25 25 31 - -,division_2,men,Keele University Sports Centre,,
2016-11-19,00:00,,Newcastle Staffs,0,16 11 10 - -,Team Sunderland,3,25 25 25 - -,division_2,women,Keele University Sports Centre,,
2016-11-19,00:00,,Nottingham Rockets,0,23 17 23 - -,York Falcons,3,25 25 25 - -,division_3,women,David Ross Sports Village,,
2016-11-19,00:00,,Sheffield 2,3,25 25 25 25 0,DARKSTAR Derbyshire,1,20 21 27 14 0,division_2,men,Sheffield - U18 Boys,,
2016-11-19,00:00,,Sheffield,3,25 25 20 25 0,Southampton,1,22 21 25 17 0,superleague,men,Sheffield - U18 Boys,,
2016-11-19,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,Nottingham Rockets,0,10 19 17 - -,division_3,women,David Ross Sports Village,,
2016-11-19,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,York Falcons,0,21 11 16 - -,division_3,women,David Ross Sports Village,,
2016-11-20,00:00,,Ashcombe Dorking,3,25 23 25 25 0,Dartford Chargers,1,19 25 20 20 0,division_2,women,The Ashcombe Volleyball Centre,,
2016-11-20,00:00,,Ashfield Vipers,0,15 9 12 - -,Manchester Marvels Mayhem,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,,
2016-11-20,00:00,,City of Bristol,1,25 14 9 12 0,Cardiff Falcons,3,11 25 25 25 0,division_3,women,LeAF Academy,,
2016-11-20,00:00,,DARKSTAR Derbyshire,2,25 23 13 25 15,Team Sunderland,3,12 25 25 22 17,division_2,women,Vision West Nottinghamshire College,,
2016-11-20,00:00,,DARKSTAR Derbyshire,3,23 25 25 12 15,Team Sunderland,2,25 18 19 25 8,division_2,men,Vision West Nottinghamshire College,,
2016-11-20,00:00,,Durham Palatinates,3,25 23 25 25 0,Nottingham Rockets,1,20 25 16 15 0,division_2,men,Durham University Sport (Queens Campus),,
2016-11-20,00:00,,Leeds Gorse,0,21 23 26 - -,Essex Blaze,3,25 25 28 - -,division_1,men,The Ruth Gorse Academy,,
2016-11-20,00:00,,Northumbria University,3,25 25 25 - -,Southampton,0,10 15 17 - -,superleague,men,Sports Central,,
2016-11-20,00:00,,Southampton 2,3,25 16 25 25 0,Plymouth Mayflower VC,1,8 25 14 18 0,division_3,women,Woodlands Community School,,
2016-11-20,00:00,,Tamworth Spartans,3,25 21 25 25 0,Northampton,1,12 25 14 14 0,division_3,women,Wilnecote Leisure Centre,,
2016-11-20,00:00,,Wessex,0,19 14 12 - -,Cardiff Falcons,3,25 25 25 - -,division_3,women,LeAF Academy,,
2016-11-20,00:00,,Wessex,0,9 14 15 - -,City of Bristol,3,25 25 25 - -,division_3,women,LeAF Academy,,
2016-11-26,00:00,,Black Country,3,25 25 25 - -,Manchester Marvels,0,23 21 18 - -,division_1,men,Oldswinford Hospital School,,
2016-11-26,00:00,,Coventry and Warwick Riga,0,16 9 22 - -,Durham Palatinates,3,25 25 25 - -,division_2,men,Alan Higgs Centre,,
2016-11-26,00:00,,Exeter Storm,1,9 25 13 19 0,London Aces,3,25 20 25 25 0,division_2,men,Riverside Leisure Centre,,
2016-11-26,00:00,,Leeds Gorse,3,26 25 25 - -,Chester Amazons,0,24 16 13 - -,division_3,women,The Ruth Gorse Academy,,
2016-11-27,00:00,,Cambridge ARU,3,19 25 25 25 0,Reading Aces,1,25 21 21 12 0,division_2,women,North Cambridge Academy,,
2016-11-27,00:00,,Dartford Chargers,3,25 26 25 - -,Plymouth,0,17 24 22 - -,division_2,women,Dartford Technology College,,
2016-11-27,00:00,,Norwich Spikers,3,22 23 25 25 15,Newmarket,2,25 25 15 20 10,division_3,men,Maidenhall Sports Centre,,
2016-11-27,00:00,,Portsmouth,0,13 21 20 - -,Ashcombe Dorking,3,25 25 25 - -,division_2,women,Priory Community Sports Centre,,
2016-12-03,00:00,,Bristol,1,22 25 22 22 0,Essex Trinity,3,25 23 25 25 0,division_1,women,Abbeywood School,,
2016-12-03,00:00,,Coventry and Warwick Riga,3,25 25 25 - -,London Baks,0,18 20 17 - -,shield,men,Centre AT7,,
2016-12-03,00:00,,Essex Rebels,2,22 25 25 22 12,Newmarket,3,25 10 20 25 15,shield,men,Tendring Technology College,,
2016-12-03,00:00,,Essex Rebels,3,25 25 25 - -,Team South Wales,0,21 1 0 - -,superleague,women,University of Essex Sports Centre,,
2016-12-03,00:00,,Exeter Storm,0,20 16 18 - -,City of Bristol,3,25 25 25 - -,division_2,men,Riverside Leisure Centre,,
2016-12-03,00:00,,Loughborough Students,3,25 25 25 - -,Lincoln Cannons,0,12 20 16 - -,shield,women,TBC,,
2016-12-03,00:00,,MK City,3,25 25 25 - -,University of Nottingham,0,0 0 0 - -,shield,men,TBC,,
2016-12-03,00:00,,Malory Eagles UEL,3,16 25 21 25 19,London Inter Orcas,2,25 15 25 22 17,cup,women,Ernest Bevin College,,
2016-12-03,00:00,,Malory Eagles UEL,3,25 25 25 - -,Sheffield,0,18 19 17 - -,superleague,men,Ernest Bevin College,,
2016-12-03,00:00,,Team Sunderland,1,23 25 15 19 0,DARKSTAR Derbyshire,3,25 23 25 25 0,cup,women,Sunderland University (Cityspace),,
2016-12-03,00:00,,University of Nottingham Volleyball,0,0 0 0 - -,Ashfield Vipers,3,25 25 25 - -,shield,women,TBC,,
2016-12-04,00:00,,Essex Rebels,3,25 25 25 - -,Cambridge ARU,0,21 17 11 - -,cup,women,Tendring Technology College,,
2016-12-04,00:00,,Hull Thunder,2,25 20 20 25 13,York Vikings,3,18 25 25 18 15,shield,men,Hull Holy Trinity House Academy,,
2016-12-04,00:00,,Lincoln Cannons,2,24 22 25 25 8,DARKSTAR Derbyshire,3,26 25 21 19 15,shield,men,The Priory Pembroke Academy,,
2016-12-04,00:00,,London Inter Orcas,3,25 25 18 25 0,Team South Wales,1,20 16 25 18 0,superleague,women,TBC,,
2016-12-04,00:00,,Plymouth Mayflower VC,0,22 28 15 - -,City of Bristol,3,25 30 25 - -,division_3,women,Plymstock School Sports Centre,,
2016-12-10,00:00,,Bristol 2,3,20 25 26 25 0,Portsmouth,1,25 20 24 20 0,division_2,women,Abbeywood School,,
2016-12-10,00:00,,DARKSTAR Derbyshire,3,25 25 20 25 0,Newcastle Staffs 2,1,22 12 25 20 0,division_2,men,Derbyshire Volleyball Centre (Derby Moor),,
2016-12-10,00:00,,DARKSTAR Derbyshire,3,25 25 22 25 0,Newcastle Staffs,1,19 8 25 22 0,division_2,women,Derbyshire Volleyball Centre (Derby Moor),,
2016-12-10,00:00,,Essex Rebels,1,26 14 22 10 0,Durham Palatinates,3,24 25 25 25 0,superleague,women,Tendring Technology College,,
2016-12-10,00:00,,Essex Trinity,3,25 25 25 - -,Herts,0,19 23 15 - -,division_1,women,St John Payne School,,
2016-12-10,00:00,,Exeter Storm,3,25 25 23 25 0,Essex Estonians,1,19 20 25 19 0,division_2,men,St. PeterÃ¢â‚¬â„¢s School,,
2016-12-10,00:00,,Malory Eagles UEL,1,16 18 25 17 0,IBB Polonia London,3,25 25 18 25 0,superleague,men,Ernest Bevin College,,
2016-12-10,00:00,,Manchester Marvels Marauders,0,16 18 19 - -,University of Nottingham,3,25 25 25 - -,division_3,men,Levenshulme High School,,
2016-12-10,00:00,,Manchester Marvels Marauders,3,25 23 25 26 0,Manchester Marvels Mavericks,1,15 25 15 24 0,division_3,men,Levenshulme High School,,
2016-12-10,00:00,,Manchester Marvels,0,22 22 21 - -,Leeds Gorse,3,25 25 25 - -,division_1,men,TBC,,
2016-12-10,00:00,,Nottingham Rockets,1,25 20 25 16 0,Intervolley Manchester,3,22 25 27 25 0,division_2,men,Nottingham Academy,,
2016-12-10,00:00,,Team Sunderland,3,25 14 25 25 0,Coventry and Warwick Riga,1,18 25 19 20 0,division_2,men,Sunderland University (Cityspace),,
2016-12-10,00:00,,Team Sunderland,3,25 25 25 - -,Coventry & Warwick Riga,0,22 22 18 - -,division_2,women,Sunderland University (Cityspace),,
2016-12-10,00:00,,The Miners Doncaster,0,18 13 18 - -,York Vikings,3,25 25 25 - -,division_3,men,Concord Sports Centre,,
2016-12-10,00:00,,University of Nottingham,3,25 25 25 - -,Manchester Marvels Mavericks,0,8 18 20 - -,division_3,men,Levenshulme High School,,
2016-12-11,00:00,,Bristol,3,25 25 25 - -,Wiltshire Mavericks,0,14 16 15 - -,division_3,men,Truro Leisure Centre,,
2016-12-11,00:00,,City of Bristol,1,25 22 17 19 0,Southampton,3,21 25 25 25 0,division_3,women,Oasis Academy Brislington,,
2016-12-11,00:00,,City of Bristol,3,25 25 25 - -,Essex Estonians,0,15 20 14 - -,division_2,men,Oasis Academy Brislington,,
2016-12-11,00:00,,Durham Palatinates,3,25 25 25 - -,Coventry & Warwick Riga,0,14 11 9 - -,cup,women,Durham University Sport (Queens Campus),,
2016-12-11,00:00,,Durham Palatinates,3,25 25 25 - -,Coventry and Warwick Riga,0,19 23 14 - -,division_2,men,Durham University Sport (Queens Campus),,
2016-12-11,00:00,,Hounslow,2,20 25 25 17 13,Richmond Bucks,3,25 18 20 25 15,division_3,men,Spelthorne Leisure Centre,,
2016-12-11,00:00,,Leeds Gorse,1,11 15 25 23 0,Black Country,3,25 25 19 25 0,division_1,men,The Ruth Gorse Academy,,
2016-12-11,00:00,,Leeds Gorse,3,25 25 25 - -,Manchester Marvels Magic,0,14 6 10 - -,division_3,women,The Ruth Gorse Academy,,
2016-12-11,00:00,,Loughborough Students,3,16 25 25 25 0,Cambridge ARU,1,25 21 18 22 0,division_3,men,Loughborough University Netball Centre,,
2016-12-11,00:00,,Loughborough Students,3,22 29 22 25 15,Norwich Spikers,2,25 27 25 21 13,division_3,men,Loughborough University Netball Centre,,
2016-12-11,00:00,,Manchester Marvels Mystics,0,23 22 23 - -,Team Sunderland,3,25 25 25 - -,division_2,women,Dean Trust Ardwick,,
2016-12-11,00:00,,Norwich Spikers,3,23 25 25 25 0,Cambridge ARU,1,25 22 17 14 0,division_3,men,Loughborough University Netball Centre,,
2016-12-11,00:00,,Plymouth Mayflower VC,0,17 10 18 - -,University of Bristol,3,25 25 25 - -,division_3,women,Plymstock School Sports Centre,,
2016-12-11,00:00,,Reading Aces,3,25 25 25 - -,Plymouth,0,18 14 17 - -,division_2,women,Bradfield College Sports Complex,,
2016-12-11,00:00,,Team SideOut Polonia (London),3,25 25 25 - -,London Inter Orcas,0,18 19 20 - -,superleague,women,TBC,,
2016-12-11,00:00,,York Falcons,0,18 16 13 - -,University of Nottingham Volleyball,3,25 25 25 - -,division_3,women,Joseph Rowntree School,,
2016-12-17,00:00,,Ashcombe Dorking 2,0,6 19 11 - -,London Inter Orcas,3,25 25 25 - -,division_3,women,The Ashcombe Volleyball Centre,,
2016-12-17,00:00,,Essex Rebels,3,25 25 25 - -,Exeter Storm,0,22 20 22 - -,division_2,men,Tendring Technology College,,
2016-12-17,00:00,,Newcastle Staffs 2,3,12 25 25 25 0,DARKSTAR Derbyshire,1,25 21 22 19 0,division_2,men,Keele University Sports Centre,,
2016-12-17,00:00,,Sheffield,3,25 25 25 - -,Malory Eagles UEL,0,20 19 20 - -,superleague,men,Sheffield - U18 Boys,,
2016-12-18,00:00,,Essex Estonians,2,15 16 25 25 12,Exeter Storm,3,25 25 20 15 15,division_2,men,St John Payne School,,
2016-12-18,00:00,,Herts,0,18 22 19 - -,Malory Eagles UEL,3,25 25 25 - -,division_1,women,Queens School,,
2016-12-18,00:00,,Intervolley Manchester,1,16 25 22 23 0,Nottingham Rockets,3,25 19 25 25 0,division_2,men,The Y Club,,
2016-12-18,00:00,,Manchester Marvels Mayhem,3,25 25 25 - -,Manchester Marvels Magic,0,15 16 12 - -,division_3,women,Jubilee Sports Centre,,
2016-12-18,00:00,,Northampton,2,15 25 25 19 13,Black Country,3,25 23 12 25 15,division_3,women,Moulton College,,
2016-12-18,00:00,,Nottingham Rockets,3,25 25 25 - -,Manchester Marvels Magic,0,21 9 11 - -,division_3,women,Southglade Leisure Centre,,
2016-12-18,00:00,,Nottingham Rockets,3,27 25 25 - -,Manchester Marvels Mayhem,0,25 20 17 - -,division_3,women,Jubilee Sports Centre,,
2016-12-18,00:00,,Richmond 2,2,25 17 19 25 11,Sussex Dolphins 1,3,23 25 25 19 15,division_3,women,Christ's School,,
2016-12-18,00:00,,Southampton,3,25 25 20 25 0,Southampton 2,1,17 13 25 18 0,division_3,women,Crestwood College,,
2017-01-07,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Newcastle Staffs 2,0,14 8 15 - -,shield,men,Derbyshire Volleyball Centre (Derby Moor),,
2017-01-07,00:00,,Essex Blaze,3,25 25 25 - -,Manchester Marvels,0,9 14 15 - -,division_1,men,Boswells School,,
