Date,Time,ID,Home,HSets,HPoints,Away,ASets,APoints,Division,Category,Venue,R1,R2
2016-02-20,00:00,,Coventry & Warwick Riga,1,25 15 24 21 0,Team Sunderland,3,21 25 26 25 0,shield,women,Alan Higgs Centre,,
2016-02-20,00:00,,IBB Polonia London,3,25 25 25 - -,Malory Eagles UEL,0,19 15 20 - -,cup,men,Brentford Fountain Leisure Centre,,
2016-02-20,00:00,,Malory Eagles UEL,0,18 14 16 - -,Team SideOut Polonia (London),3,25 25 25 - -,cup,women,Ernest Bevin College,,
2016-02-20,00:00,,Manchester Marvels Mystics,3,27 25 15 25 0,DARKSTAR Derbyshire,1,25 16 25 6 0,division_2,women,Armitage Centre,,
2016-02-20,00:00,,Newcastle Staffs,3,22 25 25 25 0,Sheffield 2,1,25 14 21 18 0,shield,men,Madeley High School,,
2016-02-21,00:00,,Dartford Crossers,0,23 16 11 - -,Essex Rebels,3,25 25 25 - -,division_3,men,Newmarket Leisure Centre,,
2016-02-21,00:00,,Manchester Marvels Mayhem,0,8 8 10 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Sugden Sports Centre,,
2016-02-21,00:00,,Newmarket,0,17 18 20 - -,Dartford Crossers,3,25 25 25 - -,division_3,men,Newmarket Leisure Centre,,
2016-02-21,00:00,,Newmarket,1,20 23 25 21 0,Essex Rebels,3,25 25 23 25 0,division_3,men,Newmarket Leisure Centre,,
2016-02-21,00:00,,Richmond Docklands,0,11 21 17 - -,Southampton,3,25 25 25 - -,shield,men,Bacons S.C.,,
2016-02-21,00:00,,Southampton 2,3,25 17 25 15 19,Southampton,2,16 25 22 25 17,division_3,women,Woodlands Community School,,
2016-02-27,00:00,,Ashfield Vipers,0,14 9 17 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,,
2016-02-27,00:00,,Ashfield Vipers,1,30 24 18 17 0,Manchester Marvels Mayhem,3,28 26 25 25 0,division_3,women,Vision West Nottinghamshire College,,
2016-02-27,00:00,,Black Country,3,21 25 25 21 15,Southampton,2,25 21 17 25 13,division_1,men,Redhill School Sports Hall,,
2016-02-27,00:00,,Coventry & Warwick Riga,3,25 19 25 27 0,Manchester Marvels Mystics,1,22 25 19 25 0,division_2,women,Alan Higgs Centre,,
2016-02-27,00:00,,Coventry and Warwick Riga,0,14 19 20 - -,Manchester Marvels,3,25 25 25 - -,division_1,men,Alan Higgs Centre,,
2016-02-27,00:00,,Essex Rebels,3,25 25 25 - -,Malory Eagles UEL,0,12 14 21 - -,superleague,women,Tendring Technology College,,
2016-02-27,00:00,,Loughborough Students,0,17 21 19 - -,Team Sunderland,3,25 25 25 - -,division_2,men,Loughborough University Netball Centre,,
2016-02-27,00:00,,Manchester Marvels Mayhem,0,12 12 19 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,,
2016-02-27,00:00,,Newcastle Staffs 2,1,26 22 21 22 0,Sheffield 2,3,24 25 25 25 0,division_2,men,Keele University Sports Centre,,
2016-02-27,00:00,,Northumbria University,3,25 25 25 - -,Richmond Docklands,0,19 8 17 - -,superleague,men,Sports Central,,
2016-02-27,00:00,,Northumbria University,3,25 25 25 - -,Team South Wales,0,13 11 21 - -,superleague,women,Sports Central,,
2016-02-27,00:00,,Team SideOut Polonia (London),3,25 25 22 26 0,London Inter Orcas,1,14 22 25 24 0,superleague,women,TBC,,
2016-02-28,00:00,,Dartford Chargers,3,25 15 25 25 0,Sussex Dolphins 1,1,14 25 20 17 0,division_3,women,Dartford Technology College,,
2016-02-28,00:00,,Intervolley Manchester,3,25 25 25 - -,Manchester Marvels Marauders,0,17 20 21 - -,division_3,men,The Y Club,,
2016-02-28,00:00,,Leeds Gorse,3,25 16 25 25 0,Richmond Docklands,1,22 25 20 13 0,superleague,men,Gryphon Sports Centre,,
2016-02-28,00:00,,Northumbria University,3,18 26 25 25 16,IBB Polonia London,2,25 28 23 15 14,superleague,men,Sports Central,,
2016-02-28,00:00,,Reading Aces,3,21 22 25 25 16,Portsmouth,2,25 25 17 19 14,division_2,women,Kendrick School,,
2016-03-05,00:00,,Leeds Gorse,0,14 21 17 - -,IBB Polonia London,3,25 25 25 - -,superleague,men,Gryphon Sports Centre,,
2016-03-05,00:00,,Newcastle Staffs 2,0,23 20 19 - -,Nottingham Rockets,3,25 25 25 - -,division_2,men,Keele University Sports Centre,,
2016-03-05,00:00,,Newcastle Staffs,3,25 25 25 - -,Coventry and Warwick Riga,0,17 19 16 - -,division_1,men,Keele University Sports Centre,,
2016-03-05,00:00,,Newcastle Staffs,3,25 31 17 26 0,Nottingham Rockets,1,17 29 25 24 0,division_2,women,Keele University Sports Centre,,
2016-03-05,00:00,,Team South Wales,0,16 13 20 - -,Essex Rebels,3,25 25 25 - -,superleague,women,USW Sport Park,,
2016-03-06,00:00,,Leeds Gorse,0,22 15 19 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,women,Gryphon Sports Centre,,
2016-03-06,00:00,,London Inter Orcas,3,25 23 25 25 0,Team South Wales,1,21 25 17 20 0,superleague,women,TBC,,
2016-03-06,00:00,,Plymouth,3,19 22 25 27 15,Reading Aces,2,25 25 19 25 10,division_2,women,Coombe Dean School,,
2016-03-12,00:00,,Cambridge ARU,2,28 25 23 11 5,Lincoln Cannons,3,26 20 25 25 15,division_3,men,North Cambridge Academy,,
2016-03-12,00:00,,Essex Rebels,3,25 25 25 - -,London Inter Orcas,0,23 20 20 - -,superleague,women,TBC,,
2016-03-12,00:00,,Leeds Gorse,0,17 17 21 - -,Sheffield,3,25 25 25 - -,superleague,men,Gryphon Sports Centre,,
2016-03-12,00:00,,Norwich Spikers,3,25 22 19 25 15,Dartford Crossers,2,16 25 25 22 10,division_3,men,Easton & Otley College,,
2016-03-12,00:00,,Norwich Spikers,3,25 25 25 - -,Richmond Bucks,0,0 0 0 - -,division_3,men,Easton & Otley College,,
2016-03-12,00:00,,Nottingham Rockets,3,25 22 25 27 15,Loughborough Students,2,17 25 23 29 12,division_2,men,Southglade Leisure Centre,,
2016-03-12,00:00,,Richmond Bucks,0,0 0 0 - -,Dartford Crossers,3,25 25 25 - -,division_3,men,Easton & Otley College,,
2016-03-12,00:00,,Richmond Docklands,0,18 14 18 - -,Northumbria University,3,25 25 25 - -,superleague,men,Sobell Leisure Centre,,
2016-03-12,00:00,,Southampton,3,25 19 25 25 0,Newcastle Staffs,1,22 25 19 12 0,division_1,men,Itchen College Sports Centre,,
2016-03-12,00:00,,Team Sunderland,3,25 25 25 - -,Newcastle Staffs 2,0,14 23 11 - -,division_2,men,Sunderland University (Cityspace),,
2016-03-12,00:00,,Team Sunderland,3,25 25 26 13 15,Newcastle Staffs,2,23 19 28 25 10,division_2,women,Sunderland University (Cityspace),,
2016-03-13,00:00,,Black Country,2,25 23 25 16 11,Essex Blaze,3,22 25 23 25 15,division_1,men,Redhill School Sports Hall,,
2016-03-13,00:00,,Black Country,3,29 24 25 20 15,Lincoln Cannons,2,27 26 20 25 4,division_3,women,Redhill School Sports Hall,,
2016-03-13,00:00,,Bristol,3,25 25 25 - -,South Hants,0,0 0 0 - -,division_3,men,Lavington School,,
2016-03-13,00:00,,Cambridge ARU,3,25 22 25 25 0,Plymouth,1,19 25 21 19 0,division_2,women,New Forest Volleyball Centre,,
2016-03-13,00:00,,Chester Amazons,3,25 25 25 - -,Loughborough Students,0,21 22 22 - -,division_3,women,Whitby High School,,
2016-03-13,00:00,,Dartford Chargers,3,25 25 25 - -,Ashcombe Dorking 2,0,9 15 15 - -,division_3,women,Dartford Technology College,,
2016-03-13,00:00,,Essex Rebels,0,18 20 22 - -,London Aces,3,25 25 25 - -,division_3,men,Tendring Technology College,,
2016-03-13,00:00,,Herts,0,13 18 11 - -,Bristol,3,25 25 25 - -,division_1,women,Queens School,,
2016-03-13,00:00,,Hull Thunder,3,25 25 27 - -,Manchester Marvels Marauders,0,17 18 25 - -,division_3,men,Hull Holy Trinity House Academy,,
2016-03-13,00:00,,Leeds Gorse,0,21 18 22 - -,Coventry & Warwick Riga,3,25 25 25 - -,division_2,women,Gryphon Sports Centre,,
2016-03-13,00:00,,Norwich Spikers,3,17 25 25 25 0,Tamworth Spartans,1,25 13 16 17 0,division_3,women,Easton & Otley College,,
2016-03-13,00:00,,Plymouth Mayflower VC,3,25 25 29 25 0,City of Bristol,1,18 23 31 21 0,division_3,women,Plymstock School Sports Centre,,
2016-03-13,00:00,,Richmond 2,3,25 16 28 25 0,Portsmouth,1,14 25 26 21 0,division_2,women,Kingston Arena,,
2016-03-13,00:00,,Wiltshire Mavericks,3,20 24 25 25 15,Bristol,2,25 26 19 18 12,division_3,men,Lavington School,,
2016-03-13,00:00,,Wiltshire Mavericks,3,25 22 25 25 0,South Hants,1,17 25 16 17 0,division_3,men,Lavington School,,
2016-03-13,00:00,,York Falcons,3,25 25 25 - -,Ashfield Vipers,0,16 23 14 - -,division_3,women,Joseph Rowntree School,,
2016-03-19,00:00,,Black Country,3,25 25 30 - -,Manchester Marvels,0,18 23 28 - -,division_1,men,Redhill School Sports Hall,,
2016-03-19,00:00,,Cambridge ARU,0,22 27 15 - -,Lincoln Cannons,3,25 29 25 - -,division_3,men,North Cambridge Academy,,
2016-03-19,00:00,,Cambridge ARU,3,25 20 28 19 15,Essex Trinity,2,17 25 26 25 13,division_2,women,North Cambridge Academy,,
2016-03-19,00:00,,Coventry & Warwick Riga,0,12 15 14 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,women,Alan Higgs Centre,,
2016-03-19,00:00,,IBB Polonia London,3,25 25 25 - -,Richmond Docklands,0,13 16 22 - -,superleague,men,Brentford Fountain Leisure Centre,,
2016-03-19,00:00,,Leeds Gorse,2,20 25 25 20 12,Malory Eagles UEL,3,25 23 19 25 15,superleague,men,Gryphon Sports Centre,,
2016-03-19,00:00,,Northumbria University,3,20 25 25 25 0,Sheffield,1,25 23 15 21 0,superleague,men,Sports Central,,
2016-03-19,00:00,,Sheffield 2,3,25 25 20 19 15,Team Sunderland,2,17 23 25 25 6,division_2,men,Sheffield - U18 Boys,,
2016-03-20,00:00,,Black Country,3,26 21 25 25 0,Tamworth Spartans,1,24 25 17 21 0,division_3,women,Telford College of Arts and Technology,,
2016-03-20,00:00,,Coventry & Warwick Riga,3,34 20 25 25 0,Leeds Gorse,1,32 25 19 15 0,division_2,women,Alan Higgs Centre,,
2016-03-20,00:00,,Newmarket,1,15 25 20 23 0,Richmond Bucks,3,25 21 25 25 0,division_3,men,Newmarket Leisure Centre,,
2016-03-20,00:00,,Northumbria University,3,25 25 25 23 15,Team SideOut Polonia (London),2,27 15 20 25 13,superleague,women,Sports Central,,
2016-03-20,00:00,,Norwich Spikers,0,13 25 16 - -,London Aces,3,25 27 25 - -,division_3,men,Boswells School,,
2016-03-20,00:00,,Portsmouth,2,19 18 25 25 12,Plymouth,3,25 25 20 15 15,division_2,women,Priory Community Sports Centre,,
2016-03-20,00:00,,Reading Aces,1,25 14 21 23 0,Essex Trinity,3,19 25 25 25 0,division_2,women,Kendrick School,,
2016-03-20,00:00,,Sheffield,3,32 25 25 - -,Malory Eagles UEL,0,30 21 17 - -,superleague,men,Concord Sports Centre,,
2016-03-26,00:00,,Southampton,3,25 25 25 - -,Manchester Marvels,0,20 16 20 - -,division_1,men,Itchen College Sports Centre,,
2016-04-02,00:00,,Essex Trinity,0,18 13 23 - -,Team Sunderland,3,25 25 25 - -,shield,women,National Volleyball Centre,,
2016-04-02,00:00,,Newcastle Staffs,2,17 25 29 13 11,Southampton,3,25 20 27 25 15,shield,men,National Volleyball Centre,,
2016-04-02,00:00,,Northumbria University,2,18 25 25 20 12,IBB Polonia London,3,25 22 20 25 15,cup,men,National Volleyball Centre,,
2016-04-02,00:00,,Northumbria University,2,20 25 21 25 13,Team SideOut Polonia (London),3,25 21 25 16 15,cup,women,National Volleyball Centre,,
2016-04-02,00:00,,Wiltshire Mavericks,3,16 24 25 25 15,Bristol,2,25 26 20 21 11,division_3,men,Lavington School,,
2016-04-03,00:00,,Norwich Spikers,3,25 25 25 - -,Black Country,0,21 16 17 - -,division_3,women,Voyager Academy,,
2016-04-03,00:00,,York Vikings,0,22 10 18 - -,Intervolley Manchester,3,25 25 25 - -,division_3,men,York College,,
2016-04-09,00:00,,Coventry and Warwick Riga,2,11 25 24 25 9,Essex Blaze,3,25 23 26 20 15,division_1,men,Alan Higgs Centre,,
2016-04-09,00:00,,Essex Trinity,3,25 25 25 - -,Bristol 2,0,23 14 17 - -,division_2,women,St John Payne School,,
2016-04-09,00:00,,Manchester Marvels Mystics,3,25 25 25 - -,Newcastle Staffs,0,18 15 15 - -,division_2,women,Armitage Centre,,
2016-04-09,00:00,,Manchester Marvels,0,12 14 22 - -,Newcastle Staffs,3,25 25 25 - -,division_1,men,Armitage Centre,,
2016-04-09,00:00,,Nottingham Rockets,1,25 27 20 19 0,Sheffield 2,3,21 29 25 25 0,division_2,men,Southglade Leisure Centre,,
2016-04-09,00:00,,Sheffield,3,25 25 25 - -,Richmond Docklands,0,19 16 22 - -,superleague,men,Sheffield - U18 Boys,,
2016-04-09,00:00,,Team Sunderland,3,25 25 25 - -,Leeds Gorse,0,17 19 21 - -,division_2,women,Sunderland University (Cityspace),,
2016-04-10,00:00,,City of Bristol,3,25 25 20 25 0,Southampton,1,23 16 25 21 0,division_3,women,Oasis Academy Brislington,,
2016-04-10,00:00,,Coventry and Warwick Riga,0,20 26 17 - -,Newcastle Staffs,3,25 28 25 - -,division_1,men,Alan Higgs Centre,,
2016-04-10,00:00,,DARKSTAR Derbyshire,3,22 25 25 25 0,Team Sunderland,1,25 20 14 22 0,division_2,women,Derbyshire Volleyball Centre (Derby Moor),,
2016-04-10,00:00,,Herts,3,25 25 25 - -,Ashcombe Dorking,0,9 17 11 - -,division_1,women,Queens School,,
2016-04-10,00:00,,Hull Thunder,1,25 18 13 15 0,Manchester Marvels Marauders,3,21 25 25 25 0,division_3,men,The Education Village Academy Trust,,
2016-04-10,00:00,,Plymouth Mayflower VC,3,25 25 21 25 0,Southampton 2,1,20 20 25 16 0,division_3,women,Oxley Sports Centre,,
2016-04-16,00:00,,Ashcombe Dorking,0,20 14 22 - -,Bristol,3,25 25 25 - -,division_1,women,The Ashcombe Volleyball Centre,,
2016-04-16,00:00,,Black Country,3,25 25 25 - -,Coventry and Warwick Riga,0,18 21 14 - -,division_1,men,Redhill School Sports Hall,,
2016-04-16,00:00,,Cambridge ARU,3,25 25 25 - -,Richmond 2,0,11 21 22 - -,division_2,women,North Cambridge Academy,,
2016-04-16,00:00,,Newcastle Staffs 2,1,20 25 15 14 0,Essex Estonians,3,25 17 25 25 0,division_2,men,Keele University Sports Centre,,
2016-04-16,00:00,,Team Sunderland,3,25 25 22 25 0,Nottingham Rockets,1,16 15 25 21 0,division_2,women,Sunderland University (Cityspace),,
2016-04-16,00:00,,Team Sunderland,3,25 29 25 - -,Nottingham Rockets,0,22 27 18 - -,division_2,men,Sunderland University (Cityspace),,
2016-04-17,00:00,,Plymouth,3,25 25 25 - -,Richmond 2,0,0 0 0 - -,division_2,women,Coombe Dean School,,
2016-04-23,00:00,,Cambridge ARU,3,25 25 27 - -,Bristol 2,0,21 12 25 - -,division_2,women,North Cambridge Academy,,
2016-04-23,00:00,,Coventry & Warwick Riga,0,21 17 22 - -,Newcastle Staffs,3,25 25 25 - -,division_2,women,Alan Higgs Centre,,
2016-04-23,00:00,,Essex Estonians,0,23 23 23 - -,Sheffield 2,3,25 25 25 - -,division_2,men,Basildon Sporting Village,,
2016-04-23,00:00,,Manchester Marvels Mystics,3,27 25 25 23 15,Team Sunderland,2,29 18 14 25 11,division_2,women,Armitage Centre,,
2016-04-23,00:00,,Manchester Marvels,0,18 20 22 - -,Southampton,3,25 25 25 - -,division_1,men,Armitage Centre,,
2016-04-23,00:00,,Northumbria University,3,25 25 25 - -,Essex Rebels,0,14 16 17 - -,superleague,women,Sports Central,,
2016-04-23,00:00,,Northumbria University,3,25 35 25 - -,Sheffield,0,16 33 15 - -,superleague,men,Sports Central,,
2016-04-24,00:00,,Ashcombe Dorking 2,0,13 21 20 - -,Sussex Dolphins 1,3,25 25 25 - -,division_3,women,Tendring Technology College,,
2016-04-24,00:00,,Black Country,3,25 25 25 - -,Northampton,0,19 21 19 - -,division_3,women,Redhill School Sports Hall,,
2016-04-24,00:00,,DARKSTAR Derbyshire,3,25 25 20 25 0,Nottingham Rockets,1,20 19 25 19 0,division_2,women,Derbyshire Volleyball Centre (Derby Moor),,
2016-04-24,00:00,,Essex Trinity,3,25 25 25 - -,Plymouth,0,0 0 0 - -,division_2,women,New Forest Volleyball Centre,,
2016-04-24,00:00,,Herts,0,13 25 16 - -,Durham Palatinates,3,25 27 25 - -,division_1,women,Queens School,,
2016-04-24,00:00,,Northumbria University,3,25 25 25 - -,Essex Rebels,0,16 21 15 - -,superleague,women,Sports Central,,
2016-04-24,00:00,,Northumbria University,3,25 25 25 - -,Sheffield,0,15 20 17 - -,superleague,men,Sports Central,,
2016-04-24,00:00,,York Falcons,3,25 29 25 - -,Manchester Marvels Mayhem,0,10 27 23 - -,division_3,women,The Education Village Academy Trust,,
2016-05-07,00:00,,IBB Polonia London,3,25 24 25 24 15,Northumbria University,2,15 26 23 26 13,superleague,men,National Volleyball Centre,,
2016-05-07,00:00,,Northumbria University,3,23 25 25 25 15,Team SideOut Polonia (London),2,25 19 27 23 12,superleague,women,National Volleyball Centre,,
2016-05-08,00:00,,IBB Polonia London,3,25 25 25 25 0,Northumbria University,1,27 16 22 19 0,superleague,men,National Volleyball Centre,,
2016-05-08,00:00,,Northumbria University,3,25 25 26 27 0,Team SideOut Polonia (London),1,23 13 28 25 0,superleague,women,National Volleyball Centre,,
2016-09-11,00:00,,Reading Aces,1,25 23 21 19 0,Cambridge ARU,3,15 25 25 25 0,division_2,women,Kendrick School,,
2016-09-17,00:00,,Cambridge ARU,2,23 25 29 26 10,Coventry and Warwick Riga,3,25 21 27 28 15,cup,men,North Cambridge Academy,,
2016-09-17,00:00,,Lincoln Cannons,0,20 14 22 - -,Black Country,3,25 25 25 - -,cup,men,The Priory Pembroke Academy,,
2016-09-17,00:00,,Newmarket,0,15 14 22 - -,London Aces,3,25 25 25 - -,cup,men,Newmarket Leisure Centre,,
2016-09-17,00:00,,York Vikings,3,20 25 25 23 15,The Miners Doncaster,2,25 14 22 25 13,cup,men,University of York Sports Centre,,
2016-09-18,00:00,,Hull Thunder,1,23 25 23 15 0,Sheffield 2,3,25 18 25 25 0,cup,men,Hull Holy Trinity House Academy,,
2016-09-24,00:00,,Bristol 2,3,20 25 26 24 15,Reading Aces,2,25 18 24 26 9,division_2,women,Abbeywood School,,
2016-09-24,00:00,,IBB Polonia London,3,25 25 25 - -,Malory Eagles UEL,0,19 19 17 - -,superleague,men,Brentford Fountain Leisure Centre,,
2016-09-24,00:00,,London Aces,3,25 25 25 - -,City of Bristol,0,20 17 16 - -,division_2,men,Lambeth Academy,,
2016-09-24,00:00,,Sussex Dolphins 1,3,25 25 25 - -,Ashcombe Dorking 2,0,22 11 13 - -,division_3,women,The Ashcombe Volleyball Centre,,
2016-09-25,00:00,,Black Country,3,25 25 25 - -,Northampton,0,15 22 9 - -,division_3,women,King's School,,
2016-09-25,00:00,,Dartford Chargers,3,25 20 25 25 0,Portsmouth,1,22 25 22 23 0,division_2,women,Dartford Technology College,,
2016-09-25,00:00,,Dartford Crossers,0,12 21 18 - -,Richmond Bucks,3,25 25 25 - -,division_3,men,Dartford Technology College,,
2016-09-25,00:00,,Intervolley Manchester,3,25 20 27 25 0,Durham Palatinates,1,16 25 25 23 0,division_2,men,The Y Club,,
2016-09-25,00:00,,Manchester Marvels Mystics,3,25 25 16 25 0,Newcastle Staffs,1,19 18 25 12 0,division_2,women,Dean Trust Ardwick,,
2016-09-25,00:00,,Manchester Marvels,0,30 22 22 - -,Newcastle Staffs,3,32 25 25 - -,division_1,men,Dean Trust Ardwick,,
2016-09-25,00:00,,Southampton 2,2,25 18 25 21 6,Cardiff Falcons,3,15 25 22 25 15,division_3,women,Woodlands Community School,,
2016-09-25,00:00,,Wessex,0,15 10 9 - -,University of Bristol,3,25 25 25 - -,division_3,women,LeAF Academy,,
2016-10-01,00:00,,London Aces,3,25 25 25 - -,Exeter Storm,0,12 19 16 - -,division_2,men,Lambeth Academy,,
2016-10-01,00:00,,MK City,1,25 15 22 22 0,Loughborough Students,3,15 25 25 25 0,cup,men,Woughton Leisure Centre,,
2016-10-01,00:00,,Malory Eagles UEL,1,21 19 26 18 0,Richmond Docklands,3,25 25 24 25 0,superleague,men,Ernest Bevin College,,
2016-10-01,00:00,,Manchester Marvels Mavericks,0,20 26 22 - -,The Miners Doncaster,3,25 28 25 - -,division_3,men,TBC,,
2016-10-01,00:00,,Newcastle Staffs 2,3,25 25 25 - -,Coventry and Warwick Riga,0,16 22 21 - -,division_2,men,Keele University Sports Centre,,
2016-10-01,00:00,,Newcastle Staffs,3,22 25 25 28 0,Manchester Marvels Mystics,1,25 17 20 26 0,division_2,women,Keele University Sports Centre,,
2016-10-01,00:00,,Southampton,0,22 18 16 - -,Sheffield,3,25 25 25 - -,superleague,men,Itchen College Sports Centre,,
2016-10-01,00:00,,Team South Wales,0,18 16 17 - -,Durham Palatinates,3,25 25 25 - -,superleague,women,USW Sport Park,,
2016-10-01,00:00,,University of Nottingham,3,25 25 25 - -,Intervolley Manchester,0,13 15 13 - -,cup,men,David Ross Sports Village,,
2016-10-02,00:00,,DARKSTAR Derbyshire,2,25 25 15 26 11,Nottingham Rockets,3,27 14 25 24 15,division_2,men,Derbyshire Volleyball Centre (Derby Moor),,
2016-10-02,00:00,,Hull Thunder,0,21 20 13 - -,Manchester Marvels Marauders,3,25 25 25 - -,division_3,men,Parks Leisure Centre,,
2016-10-02,00:00,,Intervolley Manchester,3,17 25 21 25 15,Team Sunderland,2,25 20 25 18 7,division_2,men,The Y Club,,
2016-10-02,00:00,,London Baks,3,23 24 25 25 15,Hounslow,2,25 26 23 19 9,division_3,men,Castle Green Sport Centre,,
2016-10-02,00:00,,London Inter Orcas,0,22 18 19 - -,Durham Palatinates,3,25 25 25 - -,superleague,women,TBC,,
2016-10-02,00:00,,Manchester Marvels Mystics,3,22 12 25 27 18,DARKSTAR Derbyshire,2,25 25 15 25 16,division_2,women,Dean Trust Ardwick,,
2016-10-02,00:00,,Plymouth,0,18 12 13 - -,Cambridge ARU,3,25 25 25 - -,division_2,women,Priory Community Sports Centre,,
2016-10-02,00:00,,Portsmouth,1,18 15 26 10 0,Cambridge ARU,3,25 25 24 25 0,division_2,women,Priory Community Sports Centre,,
2016-10-02,00:00,,Portsmouth,3,25 25 22 25 0,Plymouth,1,19 15 25 18 0,division_2,women,Priory Community Sports Centre,,
2016-10-02,00:00,,South Hants,1,14 18 25 23 0,Wiltshire Mavericks,3,25 25 17 25 0,division_3,men,Purbrook Park School,,
2016-10-02,00:00,,South Hants,2,25 29 13 15 11,University of Bristol,3,19 27 25 25 15,division_3,men,Purbrook Park School,,
2016-10-02,00:00,,University of Bristol,2,14 25 18 25 13,Wiltshire Mavericks,3,25 21 25 15 15,division_3,men,Purbrook Park School,,
2016-10-02,00:00,,University of Nottingham,3,25 25 29 - -,York Vikings,0,12 17 27 - -,division_3,men,Sheffield - U18 Boys,,
2016-10-08,00:00,,Bristol,1,25 23 21 14 0,Malory Eagles UEL,3,23 25 25 25 0,division_1,women,Abbeywood School,,
2016-10-08,00:00,,DARKSTAR Derbyshire,3,23 24 25 25 15,Coventry & Warwick Riga,2,25 26 21 9 13,division_2,women,Derbyshire Volleyball Centre (Derby Moor),,
2016-10-08,00:00,,DARKSTAR Derbyshire,3,25 21 25 25 0,Coventry and Warwick Riga,1,18 25 23 18 0,division_2,men,Derbyshire Volleyball Centre (Derby Moor),,
2016-10-08,00:00,,Leeds Gorse,3,25 25 25 - -,Manchester Marvels Marauders,0,23 17 20 - -,cup,men,The Ruth Gorse Academy,,
2016-10-08,00:00,,Malory Eagles UEL,3,26 25 29 - -,Southampton,0,24 18 27 - -,superleague,men,Ernest Bevin College,,
2016-10-08,00:00,,Newcastle Staffs 2,0,21 20 14 - -,Durham Palatinates,3,25 25 25 - -,division_2,men,Keele University Sports Centre,,
2016-10-08,00:00,,Newcastle Staffs,1,25 20 19 21 0,Essex Blaze,3,20 25 25 25 0,division_1,men,Keele University Sports Centre,,
2016-10-08,00:00,,Sheffield,3,25 25 33 - -,Richmond Docklands,0,11 19 31 - -,superleague,men,Sheffield - U18 Boys,,
2016-10-08,00:00,,Team Sunderland,3,25 25 25 - -,Norwich Spikers,0,16 20 16 - -,division_2,women,Sunderland University (Cityspace),,
2016-10-08,00:00,,Team Sunderland,3,25 25 25 - -,Nottingham Rockets,0,20 18 22 - -,division_2,men,Sunderland University (Cityspace),,
2016-10-09,00:00,,Black Country,0,18 17 16 - -,Tamworth Spartans,3,25 25 25 - -,division_3,women,Redhill School Sports Hall,,
2016-10-09,00:00,,Black Country,3,25 21 25 25 0,Lincoln Cannons,1,21 25 23 16 0,division_3,women,Redhill School Sports Hall,,
2016-10-09,00:00,,City of Bristol,3,25 25 25 - -,Wessex,0,17 18 19 - -,division_3,women,Oasis Academy Brislington,,
2016-10-09,00:00,,Dartford Chargers,1,17 23 25 20 0,Ashcombe Dorking,3,25 25 18 25 0,division_2,women,The Ashcombe Volleyball Centre,,
2016-10-09,00:00,,Essex Rebels,1,25 25 21 18 0,Team SideOut Polonia (London),3,27 16 25 25 0,superleague,women,University of Essex Sports Centre,,
2016-10-09,00:00,,Essex Rebels,3,25 25 25 - -,Essex Estonians,0,17 20 19 - -,division_2,men,University of Essex Sports Centre,,
2016-10-09,00:00,,Leeds Gorse,3,18 25 25 25 0,Manchester Marvels,1,25 12 20 22 0,division_1,men,The Ruth Gorse Academy,,
2016-10-09,00:00,,Loughborough Students,2,17 25 25 21 13,Northampton,3,25 22 21 25 15,division_3,women,Loughborough University Netball Centre,,
2016-10-09,00:00,,Manchester Marvels Magic,0,14 11 8 - -,Leeds Gorse,3,25 25 25 - -,division_3,women,TBC,,
2016-10-09,00:00,,Northumbria University,3,25 28 25 - -,Richmond Docklands,0,16 26 23 - -,superleague,men,Sports Central,,
2016-10-09,00:00,,Nottingham Rockets,3,25 25 25 - -,Ashfield Vipers,0,12 9 18 - -,division_3,women,Southglade Leisure Centre,,
2016-10-09,00:00,,Plymouth Mayflower VC,1,15 25 19 15 0,Cardiff Falcons,3,25 23 25 25 0,division_3,women,Plymstock School Sports Centre,,
2016-10-09,00:00,,Reading Aces,3,25 25 25 - -,Portsmouth,0,23 17 23 - -,division_2,women,Kendrick School,,
2016-10-09,00:00,,Tamworth Spartans,3,25 25 25 - -,Lincoln Cannons,0,15 10 21 - -,division_3,women,Redhill School Sports Hall,,
2016-10-09,00:00,,University of Bristol,0,19 19 20 - -,Southampton 2,3,25 25 25 - -,division_3,women,West Buckland School,,
2016-10-15,00:00,,DARKSTAR Derbyshire,1,16 19 25 16 0,Newcastle Staffs,3,25 25 23 25 0,cup,men,Derbyshire Volleyball Centre (Derby Moor),,
2016-10-15,00:00,,Durham Palatinates,3,25 25 25 - -,Essex Rebels,0,19 19 23 - -,superleague,women,Durham University Sport (Queens Campus),,
2016-10-15,00:00,,Leeds Gorse,3,25 25 25 - -,York Vikings,0,19 23 22 - -,cup,men,The Ruth Gorse Academy,,
2016-10-16,00:00,,Chester Amazons,1,10 17 25 13 0,DARKSTAR Derbyshire,3,25 25 20 25 0,cup,women,Whitby High School,,
2016-10-16,00:00,,IBB Polonia London,3,23 25 25 25 0,Sheffield,1,25 16 15 20 0,superleague,men,Brentford Fountain Leisure Centre,,
